PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,PSTL_CODE,VISIT_NO,DATE_COL,CHEM_LAB_SAMPLE_ID,CHEM_SAMPLE_ID,WCHL_LAB_SAMPLE_ID,WCHL_SAMPLE_ID,LAB,MATRIX,SAM_CODE,CHEM_DATE_RECEIVED,AMMONIA_N_BATCH_ID,AMMONIA_N_DATE_ANALYZED,AMMONIA_N_DILUTION_FACTOR,AMMONIA_N_HOLDING_TIME,AMMONIA_N_MDL,AMMONIA_N_NARS_FLAG,AMMONIA_N_QA_FLAG,AMMONIA_N_RESULT,AMMONIA_N_RL,AMMONIA_N_UNITS,ANC_BATCH_ID,ANC_DATE_ANALYZED,ANC_HOLDING_TIME,ANC_MDL,ANC_NARS_FLAG,ANC_QA_FLAG,ANC_RESULT,ANC_RL,ANC_UNITS,CALCIUM_BATCH_ID,CALCIUM_DATE_ANALYZED,CALCIUM_DILUTION_FACTOR,CALCIUM_HOLDING_TIME,CALCIUM_MDL,CALCIUM_NARS_FLAG,CALCIUM_QA_FLAG,CALCIUM_RESULT,CALCIUM_RL,CALCIUM_UNITS,CHLORIDE_BATCH_ID,CHLORIDE_DATE_ANALYZED,CHLORIDE_DILUTION_FACTOR,CHLORIDE_HOLDING_TIME,CHLORIDE_MDL,CHLORIDE_NARS_FLAG,CHLORIDE_QA_FLAG,CHLORIDE_RESULT,CHLORIDE_RL,CHLORIDE_UNITS,COLOR_BATCH_ID,COLOR_DATE_ANALYZED,COLOR_DILUTION_FACTOR,COLOR_HOLDING_TIME,COLOR_MDL,COLOR_NARS_FLAG,COLOR_QA_FLAG,COLOR_RESULT,COLOR_RL,COLOR_UNITS,COND_BATCH_ID,COND_DATE_ANALYZED,COND_HOLDING_TIME,COND_MDL,COND_NARS_FLAG,COND_QA_FLAG,COND_RESULT,COND_RL,COND_UNITS,DOC_BATCH_ID,DOC_DATE_ANALYZED,DOC_DILUTION_FACTOR,DOC_HOLDING_TIME,DOC_MDL,DOC_NARS_COMMENT,DOC_NARS_FLAG,DOC_QA_FLAG,DOC_RESULT,DOC_RL,DOC_UNITS,MAGNESIUM_BATCH_ID,MAGNESIUM_DATE_ANALYZED,MAGNESIUM_DILUTION_FACTOR,MAGNESIUM_HOLDING_TIME,MAGNESIUM_MDL,MAGNESIUM_NARS_FLAG,MAGNESIUM_QA_FLAG,MAGNESIUM_RESULT,MAGNESIUM_RL,MAGNESIUM_UNITS,NITRATE_N_BATCH_ID,NITRATE_N_DATE_ANALYZED,NITRATE_N_DILUTION_FACTOR,NITRATE_N_HOLDING_TIME,NITRATE_N_MDL,NITRATE_N_NARS_FLAG,NITRATE_N_QA_FLAG,NITRATE_N_RESULT,NITRATE_N_RL,NITRATE_N_UNITS,NITRATE_NITRITE_N_BATCH_ID,NITRATE_NITRITE_N_DATE_ANALYZED,NITRATE_NITRITE_N_HOLDING_TIME,NITRATE_NITRITE_N_MDL,NITRATE_NITRITE_N_NARS_FLAG,NITRATE_NITRITE_N_QA_FLAG,NITRATE_NITRITE_N_RESULT,NITRATE_NITRITE_N_RL,NITRATE_NITRITE_N_UNITS,NITRITE_N_BATCH_ID,NITRITE_N_DATE_ANALYZED,NITRITE_N_DILUTION_FACTOR,NITRITE_N_HOLDING_TIME,NITRITE_N_MDL,NITRITE_N_NARS_FLAG,NITRITE_N_QA_FLAG,NITRITE_N_RESULT,NITRITE_N_RL,NITRITE_N_UNITS,NTL_BATCH_ID,NTL_DATE_ANALYZED,NTL_DILUTION_FACTOR,NTL_HOLDING_TIME,NTL_MDL,NTL_NARS_FLAG,NTL_QA_FLAG,NTL_RESULT,NTL_RL,NTL_UNITS,PH_BATCH_ID,PH_DATE_ANALYZED,PH_HOLDING_TIME,PH_NARS_FLAG,PH_QA_FLAG,PH_RESULT,PH_UNITS,POTASSIUM_BATCH_ID,POTASSIUM_DATE_ANALYZED,POTASSIUM_DILUTION_FACTOR,POTASSIUM_HOLDING_TIME,POTASSIUM_MDL,POTASSIUM_NARS_FLAG,POTASSIUM_QA_FLAG,POTASSIUM_RESULT,POTASSIUM_RL,POTASSIUM_UNITS,PTL_BATCH_ID,PTL_DATE_ANALYZED,PTL_DILUTION_FACTOR,PTL_HOLDING_TIME,PTL_MDL,PTL_NARS_FLAG,PTL_QA_FLAG,PTL_RESULT,PTL_RL,PTL_UNITS,SILICA_BATCH_ID,SILICA_DATE_ANALYZED,SILICA_DILUTION_FACTOR,SILICA_HOLDING_TIME,SILICA_MDL,SILICA_NARS_FLAG,SILICA_QA_FLAG,SILICA_RESULT,SILICA_RL,SILICA_UNITS,SODIUM_BATCH_ID,SODIUM_DATE_ANALYZED,SODIUM_DILUTION_FACTOR,SODIUM_HOLDING_TIME,SODIUM_MDL,SODIUM_NARS_FLAG,SODIUM_QA_FLAG,SODIUM_RESULT,SODIUM_RL,SODIUM_UNITS,SULFATE_BATCH_ID,SULFATE_DATE_ANALYZED,SULFATE_DILUTION_FACTOR,SULFATE_HOLDING_TIME,SULFATE_MDL,SULFATE_NARS_FLAG,SULFATE_QA_FLAG,SULFATE_RESULT,SULFATE_RL,SULFATE_UNITS,TSS_BATCH_ID,TSS_DATE_ANALYZED,TSS_HOLDING_TIME,TSS_MDL,TSS_NARS_FLAG,TSS_QA_FLAG,TSS_RESULT,TSS_RL,TSS_UNITS,TURB_BATCH_ID,TURB_DATE_ANALYZED,TURB_DILUTION_FACTOR,TURB_HOLDING_TIME,TURB_MDL,TURB_NARS_FLAG,TURB_QA_FLAG,TURB_RESULT,TURB_RL,TURB_UNITS,WCHL_DATE_RECEIVED,CHLA_BATCH_ID,CHLA_DATE_ANALYZED,CHLA_DILUTION_FACTOR,CHLA_EXTRACT,CHLA_EXTRACT_UNITS,CHLA_HOLDING_TIME,CHLA_MDL,CHLA_NARS_FLAG,CHLA_QA_FLAG,CHLA_RESULT,CHLA_RL,CHLA_UNITS,CHLA_VOLUME_ADJUST,CHLA_VOLUME_FILTERED,WCHL_BATCH_ID,WCHL_NARS_FLAG,WCHL_SHIP_FLAG
6/1/2026,2023476,NRS_NE-10214,NRS23_NE_10077,NE,1,6/26/2024,2410326,274140,2410326,274141,PESD-AL,WATER,REGULAR,6/28/2024,240710.1,7/10/2024,5,14,0.01,,,0.635,0.02,mg N/L,240705.1,7/5/2024,9,,H,H,6170,,uEq/L,240926.1,9/26/2024,1,92,0.01,,,79,0.05,mg/L,240701.2,7/2/2024,5,6,0.005,,,32.4,0.25,mg/L,240628.1,6/28/2024,1,2,,,,10,,APHA PT-CO,240628.1,6/28/2024,2,,,,858,2,uS/cm at 25 C,240711.1,7/12/2024,1,16,0.08,,,,4.4,0.2,mg/L,240926.1,9/26/2024,1,92,0.002,,,24,0.02,mg/L,240701.2,7/2/2024,5,6,0.001,,,3.95,0.1,mg N/L,,,,,,,,,,240701.2,7/2/2024,5,6,5.00E-04,,,0.128,0.1,mg N/L,240716.1,7/16/2024,10,20,0.02,,,5.48,0.2,mg/L,240628.1,6/28/2024,2,,,8.18,Std. units,240926.1,9/26/2024,1,92,0.01,,,17.4,0.1,mg/L,240709.1,7/9/2024,1,13,0.2,,,342,4,ug/L,240710.1,7/10/2024,25,14,0.1,,,51.8,1.25,mg/L,240926.1,9/26/2024,1,92,0.005,,,50.3,0.1,mg/L,240701.2,7/2/2024,5,6,0.005,,,65.8,0.25,mg/L,240702.1,7/2/2024,6,,,,91.4,2,mg/L,240628.7,6/28/2024,1,2,,,,58.2,2,NTU,6/28/2024,240701.2,7/1/2024,1,34.5,ug/L,5,0,,,6.9,1,ug/L,,200,,,
6/1/2026,2023477,NRS_MI-10133,NRS23_MI_10070,MI,1,6/26/2024,2410328,282640,2410328,282641,PESD-AL,WATER,REGULAR,6/28/2024,240710.1,7/10/2024,1,14,0.002,,,0.009,0.004,mg N/L,240705.1,7/5/2024,9,,H,H,3420,,uEq/L,240926.1,9/26/2024,1,92,0.01,,,51,0.05,mg/L,240701.2,7/2/2024,2,6,0.002,,,8.5,0.1,mg/L,240628.1,6/28/2024,1,2,,,,2,,APHA PT-CO,240628.1,6/28/2024,2,,,,368,2,uS/cm at 25 C,240711.1,7/12/2024,1,16,0.08,,,,2.03,0.2,mg/L,240926.1,9/26/2024,1,92,0.002,,,11.3,0.02,mg/L,240701.2,7/2/2024,2,6,4.00E-04,,,0.527,0.04,mg N/L,,,,,,,,,,240701.2,7/2/2024,2,6,2.00E-04,L,L,0.002,0.04,mg N/L,240709.1,7/9/2024,1,13,0.002,,,0.76,0.02,mg/L,240628.1,6/28/2024,2,,,8.26,Std. units,240926.1,9/26/2024,1,92,0.01,,,0.54,0.1,mg/L,240709.1,7/9/2024,1,13,0.2,,,14.2,4,ug/L,240710.1,7/10/2024,1,14,0.004,,,7.4,0.05,mg/L,240926.1,9/26/2024,1,92,0.005,,,4.95,0.1,mg/L,240701.2,7/2/2024,2,6,0.002,,,6.36,0.1,mg/L,240702.1,7/2/2024,6,,,,5.3,2,mg/L,240628.7,6/28/2024,1,2,,,,2.8,2,NTU,6/28/2024,240701.2,7/1/2024,1,163,ug/L,5,0,,,3.26,1,ug/L,,2000,,,
6/1/2026,2023478,NRS_OK-10191,NRS23_OK_10004,OK,1,6/26/2024,,233780,,233781,ODEQ,WATER,REGULAR,6/27/2024,7/1/2024,7/1/2024,,5,0.1,,,0.1,0.1,mg N/L,7/1/2024,7/1/2024,5,,,,3490,20,uEq/L,7/3/2024,7/3/2024,,7,0.25,,,68.9,0.5,mg/L,7/2/2024,7/2/2024,,6,0.055,,,29.5,3,mg/L,6/27/2024,6/27/2024,,1,2,,,1000,2,APHA PT-CO,6/27/2024,6/27/2024,1,2,,,500,2,uS/cm at 25 C,7/5/2024,7/5/2024,,9,0.5,,,,4.16,0.5,mg/L,7/3/2024,7/3/2024,,7,0.06,,,5.42,0.5,mg/L,6/28/2024,6/28/2024,,2,,H,,0.47,0.05,mg N/L,6/28/2024,6/28/2024,2,,H,,0.51,0.05,,,,,,,,,,,,7/10/2024,7/10/2024,,14,,,,1.28,,mg/L,6/27/2024,6/27/2024,1,H,,7.9,,7/3/2024,7/3/2024,,7,0.04,,,5.32,0.5,mg/L,7/3/2024,7/3/2024,,7,5,,,138,10,ug/L,7/3/2024,7/3/2024,,7,0.02,,,14,0.05,mg/L,7/3/2024,7/3/2024,,7,0.07,,,26.7,5,mg/L,7/2/2024,7/2/2024,,6,0.013,,,30.2,0.5,mg/L,6/28/2024,6/28/2024,2,5,,,48,5,mg/L,6/27/2024,6/27/2024,,1,0.2,,,55,0.2,NTU,6/27/2024,7/2/2024,7/2/2024,,10,ug/L,6,,,,6,0.5,ug/L,,250,,,
6/1/2026,2023479,NRS_OK-10155,NRS23_OK_HP001,OK,1,6/26/2024,2410310,282780,2410310,282781,PESD-AL,WATER,REGULAR,6/28/2024,240710.1,7/10/2024,1,14,0.002,,,0.019,0.004,mg N/L,240704.1,7/4/2024,8,,H,H,1820,,uEq/L,240926.1,9/26/2024,1,92,0.01,,,35.3,0.05,mg/L,240701.2,7/2/2024,2,6,0.002,,,59.9,0.1,mg/L,240628.1,6/28/2024,1,2,,,,30,,APHA PT-CO,240628.1,6/28/2024,2,,,,392,2,uS/cm at 25 C,240711.1,7/12/2024,1,16,0.08,,,,8.02,0.2,mg/L,240926.1,9/26/2024,1,92,0.002,,,8.94,0.02,mg/L,240701.2,7/2/2024,2,6,4.00E-04,L,L,0.005,0.04,mg N/L,,,,,,,,,,240701.2,7/2/2024,2,6,2.00E-04,ND,ND,,0.04,mg N/L,240703.1,7/3/2024,1,7,0.002,,,0.82,0.02,mg/L,240628.1,6/28/2024,2,,,7.61,Std. units,240926.1,9/26/2024,1,92,0.01,,,2.93,0.1,mg/L,240703.1,7/3/2024,1,7,0.2,,,51.9,4,ug/L,240705.1,7/5/2024,1,9,0.004,,,3.4,0.05,mg/L,240926.1,9/26/2024,1,92,0.005,,,21.3,0.1,mg/L,240701.2,7/2/2024,2,6,0.002,,,3.47,0.1,mg/L,240702.1,7/2/2024,6,,,,25.9,2,mg/L,240628.7,6/28/2024,1,2,,,,15.4,2,NTU,6/28/2024,240701.1,7/1/2024,1,56.7,ug/L,5,0,,,9.07,1,ug/L,,250,,,
6/1/2026,2023480,NRS_PA-10150,NRS23_PA_10031,PA,1,6/26/2024,2410304,285360,2410304,285361,PESD-AL,WATER,REGULAR,6/27/2024,240710.1,7/10/2024,1,14,0.002,,,0.013,0.004,mg N/L,240704.1,7/4/2024,8,,H,H,525,,uEq/L,240926.1,9/26/2024,1,92,0.01,,,8.8,0.05,mg/L,240701.2,7/2/2024,1,6,0.001,,,15.5,0.05,mg/L,240627.1,6/27/2024,1,1,,,,2,,APHA PT-CO,240627.7,6/27/2024,1,,,,120,2,uS/cm at 25 C,240711.1,7/12/2024,1,16,0.08,,,,2.33,0.2,mg/L,240926.1,9/26/2024,1,92,0.002,,,2.03,0.02,mg/L,240701.2,7/2/2024,1,6,2.00E-04,,,0.077,0.02,mg N/L,,,,,,,,,,240701.2,7/2/2024,1,6,1.00E-04,L,L,0.002,0.02,mg N/L,240703.1,7/3/2024,1,7,0.002,,,0.33,0.02,mg/L,240627.7,6/27/2024,1,,,7.65,Std. units,240926.1,9/26/2024,1,92,0.01,,,0.73,0.1,mg/L,240703.1,7/3/2024,1,7,0.2,,,24.8,4,ug/L,240705.1,7/5/2024,1,9,0.004,,,1.5,0.05,mg/L,240926.1,9/26/2024,1,92,0.005,,,9.63,0.1,mg/L,240701.2,7/2/2024,1,6,0.001,,,5.36,0.05,mg/L,240628.1,6/28/2024,2,,L,L,0.6,2,mg/L,240627.7,6/27/2024,1,1,,L,L,0.6,2,NTU,6/27/2024,240701.1,7/1/2024,1,12.1,ug/L,5,0,,,0.968,1,ug/L,,500,,,
6/1/2026,2023481,NRS_CA-11499,NRS23_CA_10334,CA,1,6/26/2024,2410329,233580,2410329,233581,PESD-AL,WATER,REGULAR,6/28/2024,240710.1,7/10/2024,1,14,0.002,,,0.01,0.004,mg N/L,240705.1,7/5/2024,9,,H,H,3000,,uEq/L,240926.1,9/26/2024,1,92,0.01,,,33.4,0.05,mg/L,240701.2,7/2/2024,1,6,0.001,,,3.39,0.05,mg/L,240628.1,6/28/2024,1,2,,,,5,,APHA PT-CO,240628.1,6/28/2024,2,,,,311,2,uS/cm at 25 C,240711.1,7/12/2024,1,16,0.08,,,,0.95,0.2,mg/L,240926.1,9/26/2024,1,92,0.002,,,13.2,0.02,mg/L,240701.2,7/2/2024,1,6,2.00E-04,L,L,0.004,0.02,mg N/L,,,,,,,,,,240701.2,7/2/2024,1,6,1.00E-04,L,L,0.001,0.02,mg N/L,240709.1,7/9/2024,1,13,0.002,,,0.13,0.02,mg/L,240628.1,6/28/2024,2,,,8,Std. units,240926.1,9/26/2024,1,92,0.01,,,0.95,0.1,mg/L,240709.1,7/9/2024,1,13,0.2,,,47.4,4,ug/L,240710.1,7/10/2024,5,14,0.02,,,15.9,0.25,mg/L,240926.1,9/26/2024,1,92,0.005,,,8.06,0.1,mg/L,240701.2,7/2/2024,1,6,0.001,,,5.44,0.05,mg/L,240702.1,7/2/2024,6,,L,L,1,2,mg/L,240628.7,6/28/2024,1,2,,L,L,1.3,2,NTU,6/28/2024,240701.2,7/1/2024,1,11.2,ug/L,5,0,,,0.896,1,ug/L,,500,,,
6/1/2026,2023482,NRS_NY-10179,NRS23_NY_10015,NY,1,6/26/2024,2410312,237140,2410312,237141,PESD-AL,WATER,REGULAR,6/28/2024,240710.1,7/10/2024,1,14,0.002,,,0.007,0.004,mg N/L,240704.1,7/4/2024,8,,H,H,26,,uEq/L,240926.1,9/26/2024,1,92,0.01,,,0.85,0.05,mg/L,240701.2,7/2/2024,1,6,0.001,,,0.16,0.05,mg/L,240628.1,6/28/2024,1,2,,,,65,,APHA PT-CO,240628.1,6/28/2024,2,,,,11.1,2,uS/cm at 25 C,240711.1,7/12/2024,1,16,0.08,,,,8.71,0.2,mg/L,240926.1,9/26/2024,1,92,0.002,,,0.27,0.02,mg/L,240701.2,7/2/2024,1,6,2.00E-04,,,0.033,0.02,mg N/L,,,,,,,,,,240701.2,7/2/2024,1,6,1.00E-04,ND,ND,,0.02,mg N/L,240703.1,7/3/2024,1,7,0.002,,,0.32,0.02,mg/L,240628.1,6/28/2024,2,,,5.74,Std. units,240926.1,9/26/2024,1,92,0.01,,,0.13,0.1,mg/L,240703.1,7/3/2024,1,7,0.2,,,11.4,4,ug/L,240705.1,7/5/2024,1,9,0.004,,,5.3,0.05,mg/L,240926.1,9/26/2024,1,92,0.005,,,0.64,0.1,mg/L,240701.2,7/2/2024,1,6,0.001,,,1.62,0.05,mg/L,240702.1,7/2/2024,6,,L,L,0.7,2,mg/L,240628.7,6/28/2024,1,2,,L,L,0.7,2,NTU,6/28/2024,240701.1,7/1/2024,1,8.72,ug/L,5,0,,,0.698,1,ug/L,,500,,,
6/1/2026,2023483,NRS_UT-10427,NRS23_UT_10070,UT,1,6/26/2024,2410320,270400,2410320,270401,PESD-AL,WATER,REGULAR,6/28/2024,240710.1,7/10/2024,1,14,0.002,,,0.006,0.004,mg N/L,240705.1,7/5/2024,9,,H,H,2140,,uEq/L,240926.1,9/26/2024,1,92,0.01,,,44,0.05,mg/L,240701.2,7/2/2024,2,6,0.002,,,65.6,0.1,mg/L,240628.1,6/28/2024,1,2,,,,5,,APHA PT-CO,240628.1,6/28/2024,2,,,,630,2,uS/cm at 25 C,240711.1,7/12/2024,1,16,0.08,,,,0.94,0.2,mg/L,240926.1,9/26/2024,1,92,0.002,,,19.4,0.02,mg/L,240701.2,7/2/2024,2,6,4.00E-04,ND,ND,,0.04,mg N/L,,,,,,,,,,240701.2,7/2/2024,2,6,2.00E-04,ND,ND,,0.04,mg N/L,240709.1,7/9/2024,1,13,0.002,,,0.11,0.02,mg/L,240628.1,6/28/2024,2,,,8.28,Std. units,240926.1,9/26/2024,1,92,0.01,,,3.17,0.1,mg/L,240709.1,7/9/2024,1,13,0.2,,,22.2,4,ug/L,240710.1,7/10/2024,5,14,0.02,,,14.9,0.25,mg/L,240926.1,9/26/2024,1,92,0.005,,,43.9,0.1,mg/L,240701.2,7/2/2024,2,6,0.002,,,95.5,0.1,mg/L,240702.1,7/2/2024,6,,L,L,1.6,2,mg/L,240628.7,6/28/2024,1,2,,L,L,1.1,2,NTU,6/28/2024,240701.2,7/1/2024,1,44.1,ug/L,5,0,,,0.882,1,ug/L,,2000,,,
6/1/2026,2023484,NRS_CO-10479,NRS23_CO_10136,CO,1,6/26/2024,2410315,286180,2410315,286181,PESD-AL,WATER,REGULAR,6/28/2024,240710.1,7/10/2024,1,14,0.002,,,0.007,0.004,mg N/L,240704.1,7/4/2024,8,,H,H,2290,,uEq/L,240926.1,9/26/2024,1,92,0.01,,,70.6,0.05,mg/L,240701.2,7/2/2024,2,6,0.002,,,4.41,0.1,mg/L,240628.1,6/28/2024,1,2,,,,5,,APHA PT-CO,240628.1,6/28/2024,2,,,,645,2,uS/cm at 25 C,240711.1,7/12/2024,1,16,0.08,,,,3.73,0.2,mg/L,240926.1,9/26/2024,1,92,0.002,,,24.5,0.02,mg/L,240701.2,7/2/2024,2,6,4.00E-04,L,L,0.004,0.04,mg N/L,,,,,,,,,,240701.2,7/2/2024,2,6,2.00E-04,ND,ND,,0.04,mg N/L,240703.1,7/3/2024,1,7,0.002,,,0.37,0.02,mg/L,240628.1,6/28/2024,2,,,8.32,Std. units,240926.1,9/26/2024,1,92,0.01,,,1.61,0.1,mg/L,240703.1,7/3/2024,1,7,0.2,,,81.6,4,ug/L,240705.1,7/5/2024,1,9,0.004,,,7.8,0.05,mg/L,240926.1,9/26/2024,1,92,0.005,,,19.8,0.1,mg/L,240705.1,7/5/2024,10,9,0.01,,,214,0.5,mg/L,240702.1,7/2/2024,6,,,,99.1,2,mg/L,240628.7,6/28/2024,1,2,,,,38,2,NTU,6/28/2024,240701.2,7/1/2024,1,40.2,ug/L,5,0,,,3.22,1,ug/L,,500,,,
6/1/2026,2023485,NRS_CO-10540,NRS23_CO_10191,CO,1,6/26/2024,2410311,286060,2410311,286061,PESD-AL,WATER,REGULAR,6/28/2024,240710.1,7/10/2024,1,14,0.002,,,0.037,0.004,mg N/L,240704.1,7/4/2024,8,,H,H,4610,,uEq/L,240926.1,9/26/2024,1,92,0.01,,,88,0.05,mg/L,240701.2,7/2/2024,5,6,0.005,,,9.7,0.25,mg/L,240628.1,6/28/2024,1,2,,,,25,,APHA PT-CO,240628.1,6/28/2024,2,,,,769,2,uS/cm at 25 C,240711.1,7/12/2024,1,16,0.08,,,,6.09,0.2,mg/L,240926.1,9/26/2024,1,92,0.002,,,36.6,0.02,mg/L,240701.2,7/2/2024,5,6,0.001,L,L,0.027,0.1,mg N/L,,,,,,,,,,240701.2,7/2/2024,5,6,5.00E-04,L,L,0.005,0.1,mg N/L,240703.1,7/3/2024,1,7,0.002,,,0.69,0.02,mg/L,240628.1,6/28/2024,2,,,8.31,Std. units,240926.1,9/26/2024,1,92,0.01,,,3.59,0.1,mg/L,240703.1,7/3/2024,1,7,0.2,,,138,4,ug/L,240705.1,7/5/2024,5,9,0.02,,,12.2,0.25,mg/L,240926.1,9/26/2024,1,92,0.005,,,17.7,0.1,mg/L,240701.2,7/2/2024,5,6,0.005,,,180,0.25,mg/L,240702.1,7/2/2024,6,,,,84.2,2,mg/L,240628.7,6/28/2024,1,2,,,,73.8,2,NTU,6/28/2024,240701.1,7/1/2024,1,38.7,ug/L,5,0,,,6.19,1,ug/L,,250,,,
6/1/2026,2023486,NRS_ND-10431,NRS23_ND_10046,ND,1,6/26/2024,2410287,264000,2410287,264001,PESD-AL,WATER,REGULAR,6/27/2024,240710.1,7/10/2024,1,14,0.002,,,0.022,0.004,mg N/L,240704.1,7/4/2024,8,,H,H,12200,,uEq/L,241015.1,10/15/2024,10,111,0.1,,,64,0.5,mg/L,240701.2,7/2/2024,10,6,0.01,,,15.7,0.5,mg/L,240627.1,6/27/2024,1,1,,,,55,,APHA PT-CO,240627.7,6/27/2024,1,,,,2970,2,uS/cm at 25 C,240711.1,7/12/2024,2,16,0.16,,,,17.2,0.4,mg/L,241015.1,10/15/2024,10,111,0.02,,,54.2,0.2,mg/L,240701.2,7/2/2024,10,6,0.002,ND,ND,,0.2,mg N/L,,,,,,,,,,240701.2,7/2/2024,10,6,0.001,ND,ND,,0.2,mg N/L,240703.1,7/3/2024,1,7,0.002,,,1.4,0.02,mg/L,240627.7,6/27/2024,1,,,8.47,Std. units,241015.1,10/15/2024,10,111,0.1,,,10.5,1,mg/L,240703.1,7/3/2024,1,7,0.2,,,136,4,ug/L,240705.1,7/5/2024,1,9,0.004,,,2.4,0.05,mg/L,241015.1,10/15/2024,10,111,0.05,,,610,1,mg/L,240701.2,7/2/2024,10,6,0.01,,,979,0.5,mg/L,240628.1,6/28/2024,2,,,,54.9,2,mg/L,240627.7,6/27/2024,1,1,,,,29.7,2,NTU,6/27/2024,240701.1,7/1/2024,1,95.3,ug/L,5,0,,,25.4,1,ug/L,,150,,,
6/1/2026,2023488,NRS_PA-10116,NRS23_PA_10008,PA,1,6/27/2024,2410313,233460,2410313,233461,PESD-AL,WATER,REGULAR,6/28/2024,240710.1,7/10/2024,1,13,0.002,,,0.043,0.004,mg N/L,240704.1,7/4/2024,7,,,,2060,,uEq/L,240926.1,9/26/2024,1,91,0.01,,,22.3,0.05,mg/L,240701.2,7/2/2024,2,5,0.002,,,44.4,0.1,mg/L,240628.1,6/28/2024,1,1,,,,10,,APHA PT-CO,240628.1,6/28/2024,1,,,,380,2,uS/cm at 25 C,240711.1,7/12/2024,1,15,0.08,,,,3.15,0.2,mg/L,240926.1,9/26/2024,1,91,0.002,,,8.53,0.02,mg/L,240701.2,7/2/2024,2,5,4.00E-04,L,L,0.031,0.04,mg N/L,,,,,,,,,,240701.2,7/2/2024,2,5,2.00E-04,L,L,0.003,0.04,mg N/L,240703.1,7/3/2024,1,6,0.002,,,0.6,0.02,mg/L,240628.1,6/28/2024,1,,,7.77,Std. units,240926.1,9/26/2024,1,91,0.01,,,3.85,0.1,mg/L,240703.1,7/3/2024,1,6,0.2,,,111,4,ug/L,240705.1,7/5/2024,1,8,0.004,,,5.8,0.05,mg/L,240926.1,9/26/2024,1,91,0.005,,,35.1,0.1,mg/L,240701.2,7/2/2024,2,5,0.002,,,11.6,0.1,mg/L,240702.1,7/2/2024,5,,,,25.6,2,mg/L,240628.7,6/28/2024,1,1,,,,27.1,2,NTU,6/28/2024,240701.1,7/1/2024,1,339,ug/L,4,0,,,45.2,1,ug/L,,300,,,
6/1/2026,2023489,NRS_ID-10466,NRS23_ID_10103,ID,1,6/26/2024,2410321,262000,2410321,262001,PESD-AL,WATER,REGULAR,6/28/2024,240710.1,7/10/2024,1,14,0.002,,,0.007,0.004,mg N/L,240705.1,7/5/2024,9,,H,H,582,,uEq/L,240926.1,9/26/2024,1,92,0.01,,,6.41,0.05,mg/L,240701.2,7/2/2024,1,6,0.001,,,0.36,0.05,mg/L,240628.1,6/28/2024,1,2,,,,2,,APHA PT-CO,240628.1,6/28/2024,2,,,,65.4,2,uS/cm at 25 C,240711.1,7/12/2024,1,16,0.08,,,,3.1,0.2,mg/L,240926.1,9/26/2024,1,92,0.002,,,1.72,0.02,mg/L,240701.2,7/2/2024,1,6,2.00E-04,L,L,0.015,0.02,mg N/L,,,,,,,,,,240701.2,7/2/2024,1,6,1.00E-04,ND,ND,,0.02,mg N/L,240709.1,7/9/2024,1,13,0.002,,,0.12,0.02,mg/L,240628.1,6/28/2024,2,,,7.8,Std. units,240926.1,9/26/2024,1,92,0.01,,,1.15,0.1,mg/L,240709.1,7/9/2024,1,13,0.2,,,68.5,4,ug/L,240710.1,7/10/2024,5,14,0.02,,,29.7,0.25,mg/L,240926.1,9/26/2024,1,92,0.005,,,3.25,0.1,mg/L,240701.2,7/2/2024,1,6,0.001,,,2.06,0.05,mg/L,240702.1,7/2/2024,6,,,,4.6,2,mg/L,240628.7,6/28/2024,1,2,,,,3.4,2,NTU,6/28/2024,240701.2,7/1/2024,1,15.5,ug/L,5,0,,,0.827,1,ug/L,,750,,,
6/1/2026,2023490,NRS_MI-10245,NRS23_MI_10125,MI,1,6/26/2024,2410336,270340,2410336,270341,PESD-AL,WATER,REGULAR,6/29/2024,240710.1,7/10/2024,1,14,0.002,S,,0.013,0.004,mg N/L,240705.1,7/6/2024,10,,S;H,H,469,,uEq/L,240926.1,9/26/2024,1,92,0.01,S,,7.61,0.05,mg/L,240701.2,7/2/2024,1,6,0.001,S,,0.25,0.05,mg/L,240629.1,6/29/2024,1,3,,S,,58,,APHA PT-CO,240629.1,6/29/2024,3,,S,,53.1,2,uS/cm at 25 C,240711.1,7/13/2024,1,17,0.08,,S,,10.2,0.2,mg/L,240926.1,9/26/2024,1,92,0.002,S,,1.47,0.02,mg/L,240701.2,7/2/2024,1,6,2.00E-04,S;L,L,0.006,0.02,mg N/L,,,,,,,,,,240701.2,7/2/2024,1,6,1.00E-04,S;ND,ND,,0.02,mg N/L,240709.1,7/9/2024,1,13,0.002,S,,0.32,0.02,mg/L,240629.1,6/29/2024,3,S,,7.33,Std. units,240926.1,9/26/2024,1,92,0.01,S,,0.42,0.1,mg/L,240709.1,7/9/2024,1,13,0.2,S,,12,4,ug/L,240710.1,7/10/2024,1,14,0.004,S,,7.1,0.05,mg/L,240926.1,9/26/2024,1,92,0.005,S,,0.89,0.1,mg/L,240701.2,7/2/2024,1,6,0.001,S,,1.13,0.05,mg/L,240702.1,7/2/2024,6,,S;L,L,0.9,2,mg/L,240629.7,6/29/2024,1,3,,S;L,L,1,2,NTU,6/29/2024,240705.1,7/5/2024,1,36.8,ug/L,9,0,S,,1.96,1,ug/L,,750,,,S
