PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,PSTL_CODE,VISIT_NO,DATE_COL,CHEM_LAB_SAMPLE_ID,CHEM_SAMPLE_ID,WCHL_LAB_SAMPLE_ID,WCHL_SAMPLE_ID,LAB,MATRIX,SAM_CODE,CHEM_DATE_RECEIVED,AMMONIA_N_BATCH_ID,AMMONIA_N_DATE_ANALYZED,AMMONIA_N_DILUTION_FACTOR,AMMONIA_N_HOLDING_TIME,AMMONIA_N_MDL,AMMONIA_N_NARS_FLAG,AMMONIA_N_QA_FLAG,AMMONIA_N_RESULT,AMMONIA_N_RL,AMMONIA_N_UNITS,ANC_BATCH_ID,ANC_DATE_ANALYZED,ANC_HOLDING_TIME,ANC_MDL,ANC_NARS_FLAG,ANC_QA_FLAG,ANC_RESULT,ANC_RL,ANC_UNITS,CALCIUM_BATCH_ID,CALCIUM_DATE_ANALYZED,CALCIUM_DILUTION_FACTOR,CALCIUM_HOLDING_TIME,CALCIUM_MDL,CALCIUM_NARS_FLAG,CALCIUM_QA_FLAG,CALCIUM_RESULT,CALCIUM_RL,CALCIUM_UNITS,CHLORIDE_BATCH_ID,CHLORIDE_DATE_ANALYZED,CHLORIDE_DILUTION_FACTOR,CHLORIDE_HOLDING_TIME,CHLORIDE_MDL,CHLORIDE_NARS_FLAG,CHLORIDE_QA_FLAG,CHLORIDE_RESULT,CHLORIDE_RL,CHLORIDE_UNITS,COLOR_BATCH_ID,COLOR_DATE_ANALYZED,COLOR_DILUTION_FACTOR,COLOR_HOLDING_TIME,COLOR_MDL,COLOR_NARS_FLAG,COLOR_QA_FLAG,COLOR_RESULT,COLOR_RL,COLOR_UNITS,COND_BATCH_ID,COND_DATE_ANALYZED,COND_HOLDING_TIME,COND_MDL,COND_NARS_FLAG,COND_QA_FLAG,COND_RESULT,COND_RL,COND_UNITS,DOC_BATCH_ID,DOC_DATE_ANALYZED,DOC_DILUTION_FACTOR,DOC_HOLDING_TIME,DOC_MDL,DOC_NARS_COMMENT,DOC_NARS_FLAG,DOC_QA_FLAG,DOC_RESULT,DOC_RL,DOC_UNITS,MAGNESIUM_BATCH_ID,MAGNESIUM_DATE_ANALYZED,MAGNESIUM_DILUTION_FACTOR,MAGNESIUM_HOLDING_TIME,MAGNESIUM_MDL,MAGNESIUM_NARS_FLAG,MAGNESIUM_QA_FLAG,MAGNESIUM_RESULT,MAGNESIUM_RL,MAGNESIUM_UNITS,NITRATE_N_BATCH_ID,NITRATE_N_DATE_ANALYZED,NITRATE_N_DILUTION_FACTOR,NITRATE_N_HOLDING_TIME,NITRATE_N_MDL,NITRATE_N_NARS_FLAG,NITRATE_N_QA_FLAG,NITRATE_N_RESULT,NITRATE_N_RL,NITRATE_N_UNITS,NITRATE_NITRITE_N_BATCH_ID,NITRATE_NITRITE_N_DATE_ANALYZED,NITRATE_NITRITE_N_HOLDING_TIME,NITRATE_NITRITE_N_MDL,NITRATE_NITRITE_N_NARS_FLAG,NITRATE_NITRITE_N_QA_FLAG,NITRATE_NITRITE_N_RESULT,NITRATE_NITRITE_N_RL,NITRATE_NITRITE_N_UNITS,NITRITE_N_BATCH_ID,NITRITE_N_DATE_ANALYZED,NITRITE_N_DILUTION_FACTOR,NITRITE_N_HOLDING_TIME,NITRITE_N_MDL,NITRITE_N_NARS_FLAG,NITRITE_N_QA_FLAG,NITRITE_N_RESULT,NITRITE_N_RL,NITRITE_N_UNITS,NTL_BATCH_ID,NTL_DATE_ANALYZED,NTL_DILUTION_FACTOR,NTL_HOLDING_TIME,NTL_MDL,NTL_NARS_FLAG,NTL_QA_FLAG,NTL_RESULT,NTL_RL,NTL_UNITS,PH_BATCH_ID,PH_DATE_ANALYZED,PH_HOLDING_TIME,PH_NARS_FLAG,PH_QA_FLAG,PH_RESULT,PH_UNITS,POTASSIUM_BATCH_ID,POTASSIUM_DATE_ANALYZED,POTASSIUM_DILUTION_FACTOR,POTASSIUM_HOLDING_TIME,POTASSIUM_MDL,POTASSIUM_NARS_FLAG,POTASSIUM_QA_FLAG,POTASSIUM_RESULT,POTASSIUM_RL,POTASSIUM_UNITS,PTL_BATCH_ID,PTL_DATE_ANALYZED,PTL_DILUTION_FACTOR,PTL_HOLDING_TIME,PTL_MDL,PTL_NARS_FLAG,PTL_QA_FLAG,PTL_RESULT,PTL_RL,PTL_UNITS,SILICA_BATCH_ID,SILICA_DATE_ANALYZED,SILICA_DILUTION_FACTOR,SILICA_HOLDING_TIME,SILICA_MDL,SILICA_NARS_FLAG,SILICA_QA_FLAG,SILICA_RESULT,SILICA_RL,SILICA_UNITS,SODIUM_BATCH_ID,SODIUM_DATE_ANALYZED,SODIUM_DILUTION_FACTOR,SODIUM_HOLDING_TIME,SODIUM_MDL,SODIUM_NARS_FLAG,SODIUM_QA_FLAG,SODIUM_RESULT,SODIUM_RL,SODIUM_UNITS,SULFATE_BATCH_ID,SULFATE_DATE_ANALYZED,SULFATE_DILUTION_FACTOR,SULFATE_HOLDING_TIME,SULFATE_MDL,SULFATE_NARS_FLAG,SULFATE_QA_FLAG,SULFATE_RESULT,SULFATE_RL,SULFATE_UNITS,TSS_BATCH_ID,TSS_DATE_ANALYZED,TSS_HOLDING_TIME,TSS_MDL,TSS_NARS_FLAG,TSS_QA_FLAG,TSS_RESULT,TSS_RL,TSS_UNITS,TURB_BATCH_ID,TURB_DATE_ANALYZED,TURB_DILUTION_FACTOR,TURB_HOLDING_TIME,TURB_MDL,TURB_NARS_FLAG,TURB_QA_FLAG,TURB_RESULT,TURB_RL,TURB_UNITS,WCHL_DATE_RECEIVED,CHLA_BATCH_ID,CHLA_DATE_ANALYZED,CHLA_DILUTION_FACTOR,CHLA_EXTRACT,CHLA_EXTRACT_UNITS,CHLA_HOLDING_TIME,CHLA_MDL,CHLA_NARS_FLAG,CHLA_QA_FLAG,CHLA_RESULT,CHLA_RL,CHLA_UNITS,CHLA_VOLUME_ADJUST,CHLA_VOLUME_FILTERED,WCHL_BATCH_ID,WCHL_NARS_FLAG,WCHL_SHIP_FLAG
6/1/2026,2022656,NRS_NJ-10068,NRS23_NJ_10006,NJ,1,8/10/2023,2310645,260920,2310645,260921,PESD-AL,WATER,REGULAR,8/11/2023,230815.1,8/15/2023,1,5,0.0015,,,0.024,0.004,mg N/L,230811.1,8/11/2023,1,,,,322,,uEq/L,231027.1,10/27/2023,1,78,0.01,,,6.17,0.05,mg/L,230815.1,8/15/2023,1,5,0.001,,,10.5,0.06,mg/L,230811,8/11/2023,,1,,,,40,,APHA PT-CO,230811.1,8/11/2023,1,,,,78.2,2,uS/cm at 25 C,230811.1,8/11/2023,1,1,0.049,,,,4.2,0.2,mg/L,231027.1,10/27/2023,1,78,0.002,,,1.14,0.02,mg/L,230815.1,8/15/2023,1,5,0.0015,,,0.182,0.02,mg N/L,,,,,,,,,,230815.1,8/15/2023,1,5,0.0003,L,EST,0.002,0.02,mg N/L,230815.1,8/15/2023,,5,0.002,,,0.471,0.02,mg/L,230811.1,8/11/2023,1,,,7.41,,231027.1,10/27/2023,1,78,0.01,,,0.78,0.1,mg/L,230815.1,8/15/2023,,5,0.7,,,43.5,4,ug/L,230816.1,8/16/2023,,6,0.005,,,2.96,0.05,mg/L,231027.1,10/27/2023,1,78,0.005,,,6.96,0.1,mg/L,230815.1,8/15/2023,1,5,0.001,,,3.35,0.18,mg/L,230811.1,8/11/2023,1,,,,10.6,2,mg/L,230811.1,8/11/2023,,1,,,,2.7,2,NTU,8/11/2023,230815.1,8/15/2023,,21.8,ug/L,5,0.29,,,3.49,1,ug/L,,250,,,
6/1/2026,2022657,NRS_MN-10305,NRS23_MN_HP004,MN,1,8/10/2023,2310644,241620,2310644,241621,PESD-AL,WATER,REGULAR,8/11/2023,230815.1,8/15/2023,1,5,0.0015,,,0.018,0.004,mg N/L,230811.1,8/11/2023,1,,,,5430,,uEq/L,231027.1,10/27/2023,1,78,0.01,,,69.7,0.05,mg/L,230815.1,8/15/2023,2,5,0.002,,,4.39,0.12,mg/L,230811,8/11/2023,,1,,,,50,,APHA PT-CO,230811.1,8/11/2023,1,,,,520,2,uS/cm at 25 C,230811.1,8/11/2023,1,1,0.049,,,,9.29,0.2,mg/L,231027.1,10/27/2023,1,78,0.002,,,25.4,0.02,mg/L,230815.1,8/15/2023,2,5,0.003,L,EST,0.004,0.04,mg N/L,,,,,,,,,,230815.1,8/15/2023,2,5,0.0006,ND,MDL,,0.04,mg N/L,230815.1,8/15/2023,,5,0.002,,,0.558,0.02,mg/L,230811.1,8/11/2023,1,,,8.22,,231027.1,10/27/2023,1,78,0.01,,,2.37,0.1,mg/L,230815.1,8/15/2023,,5,0.7,,,50.5,4,ug/L,230816.1,8/16/2023,,6,0.005,,,20.9,0.05,mg/L,231027.1,10/27/2023,1,78,0.005,,,5.54,0.1,mg/L,230815.1,8/15/2023,2,5,0.002,,,4.25,0.36,mg/L,230811.1,8/11/2023,1,,L,LRL,1.2,2,mg/L,230811.1,8/11/2023,,1,,,,3.5,2,NTU,8/11/2023,230815.1,8/15/2023,,22.3,ug/L,5,0.29,,,3.57,1,ug/L,,250,,,
6/1/2026,2022658,NRS_ID-10572,NRS23_ID_10193,ID,1,8/10/2023,2310668,250780,2310668,250781,PESD-AL,WATER,REGULAR,8/12/2023,230822.1,8/22/2023,1,12,0.0015,,,0.009,0.004,mg N/L,230812.1,8/12/2023,2,,,,1300,,uEq/L,231027.1,10/27/2023,1,78,0.01,,,13.6,0.05,mg/L,230815.1,8/15/2023,1,5,0.001,,,4.64,0.06,mg/L,230812,8/12/2023,,2,,,,10,,APHA PT-CO,230812.1,8/12/2023,2,,,,160,2,uS/cm at 25 C,230815.1,8/15/2023,1,5,0.049,,,,1.48,0.2,mg/L,231027.1,10/27/2023,1,78,0.002,,,4.15,0.02,mg/L,230815.1,8/15/2023,1,5,0.0015,,,0.026,0.02,mg N/L,,,,,,,,,,230815.1,8/15/2023,1,5,0.0003,L,EST,0.002,0.02,mg N/L,230815.1,8/15/2023,,5,0.002,,,0.199,0.02,mg/L,230812.1,8/12/2023,2,,,8.16,,231027.1,10/27/2023,1,78,0.01,,,2.12,0.1,mg/L,230815.1,8/15/2023,,5,0.7,,,34.9,4,ug/L,230816.1,8/16/2023,,6,0.005,,,32.1,0.05,mg/L,231027.1,10/27/2023,1,78,0.005,,,12.6,0.1,mg/L,230815.1,8/15/2023,1,5,0.001,,,2.88,0.18,mg/L,230816.1,8/16/2023,6,,,,3.4,2,mg/L,230812.1,8/12/2023,,2,,L,LRL,0.89,2,NTU,8/12/2023,230816.1,8/16/2023,,23.3,ug/L,6,0.29,,,1.86,1,ug/L,,500,,,
6/1/2026,2022659,NRS_PA-10151,NRS23_PA_10032,PA,1,8/10/2023,2310653,237680,2310653,237681,PESD-AL,WATER,REGULAR,8/11/2023,230822.1,8/22/2023,1,12,0.0015,,,0.009,0.004,mg N/L,230812.1,8/12/2023,2,,,,117,,uEq/L,231027.1,10/27/2023,1,78,0.01,,,3.92,0.05,mg/L,230815.1,8/15/2023,1,5,0.001,,,1.72,0.06,mg/L,230811,8/11/2023,,1,,,,15,,APHA PT-CO,230811.1,8/11/2023,1,,,,45.2,2,uS/cm at 25 C,230815.1,8/15/2023,2,5,0.098,,,,1.93,0.4,mg/L,231027.1,10/27/2023,1,78,0.002,,,1.28,0.02,mg/L,230815.1,8/15/2023,1,5,0.0015,,,0.243,0.02,mg N/L,,,,,,,,,,230815.1,8/15/2023,1,5,0.0003,L,EST,0.001,0.02,mg N/L,230815.1,8/15/2023,,5,0.002,,,0.371,0.02,mg/L,230811.1,8/11/2023,1,,,7.13,,231027.1,10/27/2023,1,78,0.01,,,0.7,0.1,mg/L,230815.1,8/15/2023,,5,0.7,,,6.3,4,ug/L,230816.1,8/16/2023,,6,0.005,,,3.37,0.05,mg/L,231027.1,10/27/2023,1,78,0.005,,,1.32,0.1,mg/L,230815.1,8/15/2023,1,5,0.001,,,8.6,0.18,mg/L,230811.1,8/11/2023,1,,,,2.9,2,mg/L,230811.1,8/11/2023,,1,,L,LRL,1.2,2,NTU,8/11/2023,230815.1,8/15/2023,,63.6,ug/L,5,0.29,,,3.39,1,ug/L,,750,,,
6/1/2026,2022660,NRS_OR-10775,NRS23_OR_10170,OR,1,8/10/2023,2310660,246000,2310660,246001,PESD-AL,WATER,REGULAR,8/12/2023,230822.1,8/22/2023,1,12,0.0015,L,EST,0.003,0.004,mg N/L,230812.1,8/12/2023,2,,,,543,,uEq/L,231027.1,10/27/2023,1,78,0.01,,,6.02,0.05,mg/L,230815.1,8/15/2023,1,5,0.001,,,1.94,0.06,mg/L,230812,8/12/2023,,2,,,,5,,APHA PT-CO,230812.1,8/12/2023,2,,,,61,2,uS/cm at 25 C,230815.1,8/15/2023,1,5,0.049,,,,0.59,0.2,mg/L,231027.1,10/27/2023,1,78,0.002,,,1.62,0.02,mg/L,230815.1,8/15/2023,1,5,0.0015,L,EST,0.008,0.02,mg N/L,,,,,,,,,,230815.1,8/15/2023,1,5,0.0003,L,EST,0.001,0.02,mg N/L,230815.1,8/15/2023,,5,0.002,,,0.061,0.02,mg/L,230812.1,8/12/2023,2,,,7.76,,231027.1,10/27/2023,1,78,0.01,,,0.49,0.1,mg/L,230815.1,8/15/2023,,5,0.7,,,27.8,4,ug/L,230816.1,8/16/2023,,6,0.005,,,20,0.05,mg/L,231027.1,10/27/2023,1,78,0.005,,,3.9,0.1,mg/L,230815.1,8/15/2023,1,5,0.001,,,0.661,0.18,mg/L,230816.1,8/16/2023,6,,ND,LRL,,2,mg/L,230812.1,8/12/2023,,2,,L,LRL,0.3,2,NTU,8/12/2023,230815.1,8/15/2023,,22.1,ug/L,5,0.29,,,0.442,1,ug/L,,2000,,,
6/1/2026,2022661,NRS_ME-10362,NRS23_ME_10051,ME,1,8/10/2023,2310639,258640,2310639,258641,PESD-AL,WATER,REGULAR,8/11/2023,230815.1,8/15/2023,1,5,0.0015,,,0.008,0.004,mg N/L,230811.1,8/11/2023,1,,,,497,,uEq/L,231027.1,10/27/2023,1,78,0.01,,,7.54,0.05,mg/L,230815.1,8/15/2023,1,5,0.001,,,0.212,0.06,mg/L,230811,8/11/2023,,1,,,,20,,APHA PT-CO,230811.1,8/11/2023,1,,,,56.8,2,uS/cm at 25 C,230811.1,8/11/2023,1,1,0.049,,,,2.52,0.2,mg/L,231027.1,10/27/2023,1,78,0.002,,,1.65,0.02,mg/L,230815.1,8/15/2023,1,5,0.0015,,,0.162,0.02,mg N/L,,,,,,,,,,230815.1,8/15/2023,1,5,0.0003,ND,MDL,,0.02,mg N/L,230815.1,8/15/2023,,5,0.002,,,0.903,0.02,mg/L,230811.1,8/11/2023,1,,,7.35,,231027.1,10/27/2023,1,78,0.01,,,0.27,0.1,mg/L,230815.1,8/15/2023,,5,0.7,,,203,4,ug/L,230816.1,8/16/2023,,6,0.005,,,8.64,0.05,mg/L,231027.1,10/27/2023,1,78,0.005,,,1.54,0.1,mg/L,230815.1,8/15/2023,1,5,0.001,,,1.98,0.18,mg/L,230811.1,8/11/2023,1,,,,101,2,mg/L,230811.1,8/11/2023,,1,,,,7.4,2,NTU,8/11/2023,230815.1,8/15/2023,,33.9,ug/L,5,0.29,,,5.42,1,ug/L,,250,,,
6/1/2026,2022662,NRS_TX-10351,NRS23_TX_10165,TX,1,8/10/2023,2310664,247700,2310664,247701,PESD-AL,WATER,REGULAR,8/12/2023,230822.1,8/22/2023,10,12,0.015,,,1.13,0.04,mg N/L,230812.1,8/12/2023,2,,,,4020,,uEq/L,231027.1,10/27/2023,1,78,0.01,,,29.3,0.05,mg/L,230815.1,8/15/2023,5,5,0.005,,,124,0.3,mg/L,230812,8/12/2023,,2,,,,20,,APHA PT-CO,230812.1,8/12/2023,2,,,,918,2,uS/cm at 25 C,230815.1,8/15/2023,1,5,0.049,,,,5.41,0.2,mg/L,231027.1,10/27/2023,1,78,0.002,,,7.75,0.02,mg/L,230815.1,8/15/2023,5,5,0.0075,,,6.24,0.1,mg N/L,,,,,,,,,,230815.1,8/15/2023,5,5,0.0015,,,0.67,0.1,mg N/L,230823.1,8/23/2023,,13,0.002,,,9.31,0.02,mg/L,230812.1,8/12/2023,2,,,8.36,,231027.1,10/27/2023,1,78,0.01,,,11.6,0.1,mg/L,230823.1,8/23/2023,,13,0.7,,,4040,4,ug/L,230816.1,8/16/2023,,6,0.005,,,15.4,0.05,mg/L,231027.1,10/27/2023,1,78,0.005,,,146,0.1,mg/L,230815.1,8/15/2023,5,5,0.005,,,30.7,0.9,mg/L,230816.1,8/16/2023,6,,,,29.6,2,mg/L,230812.1,8/12/2023,,2,,,,20.9,2,NTU,8/12/2023,230816.1,8/16/2023,,200,ug/L,6,0.29,,,45.7,1,ug/L,,175,,,
6/1/2026,2022663,NRS_KY-10130,NRS23_KY_10023,KY,1,8/10/2023,2310662,251420,2310662,251421,PESD-AL,WATER,REGULAR,8/12/2023,230822.1,8/22/2023,1,12,0.0015,L,EST,0.003,0.004,mg N/L,230812.1,8/12/2023,2,,,,853,,uEq/L,231027.1,10/27/2023,1,78,0.01,,,16.1,0.05,mg/L,230815.1,8/15/2023,1,5,0.001,,,2.71,0.06,mg/L,230812,8/12/2023,,2,,,,5,,APHA PT-CO,230812.1,8/12/2023,2,,,,149,2,uS/cm at 25 C,230815.1,8/15/2023,1,5,0.049,,,,1.93,0.2,mg/L,231027.1,10/27/2023,1,78,0.002,,,4.81,0.02,mg/L,230815.1,8/15/2023,1,5,0.0015,ND,MDL,,0.02,mg N/L,,,,,,,,,,230815.1,8/15/2023,1,5,0.0003,ND,MDL,,0.02,mg N/L,230815.1,8/15/2023,,5,0.002,,,0.171,0.02,mg/L,230812.1,8/12/2023,2,,,8.02,,231027.1,10/27/2023,1,78,0.01,,,1.44,0.1,mg/L,230815.1,8/15/2023,,5,0.7,,,8.6,4,ug/L,230816.1,8/16/2023,,6,0.005,,,3.01,0.05,mg/L,231027.1,10/27/2023,1,78,0.005,,,5.04,0.1,mg/L,230815.1,8/15/2023,1,5,0.001,,,22.9,0.18,mg/L,230816.1,8/16/2023,6,,L,LRL,1,2,mg/L,230812.1,8/12/2023,,2,,L,LRL,1.4,2,NTU,8/12/2023,230816.1,8/16/2023,,71.4,ug/L,6,0.29,,,5.16,1,ug/L,,553,,,
6/1/2026,2022665,NRS_PA-10163,NRS23_PA_10053,PA,1,8/11/2023,2310661,254080,2310661,254081,PESD-AL,WATER,REGULAR,8/12/2023,230822.1,8/22/2023,1,11,0.0015,,,0.005,0.004,mg N/L,230812.1,8/12/2023,1,,,,178,,uEq/L,231027.1,10/27/2023,1,77,0.01,,,3.84,0.05,mg/L,230815.1,8/15/2023,1,4,0.001,,,11.4,0.06,mg/L,230812,8/12/2023,,1,,,,15,,APHA PT-CO,230812.1,8/12/2023,1,,,,73.3,2,uS/cm at 25 C,230815.1,8/15/2023,1,4,0.049,,,,2.13,0.2,mg/L,231027.1,10/27/2023,1,77,0.002,,,1.24,0.02,mg/L,230815.1,8/15/2023,1,4,0.0015,,,0.382,0.02,mg N/L,,,,,,,,,,230815.1,8/15/2023,1,4,0.0003,ND,MDL,,0.02,mg N/L,230815.1,8/15/2023,,4,0.002,,,0.515,0.02,mg/L,230812.1,8/12/2023,1,,,7.16,,231027.1,10/27/2023,1,77,0.01,,,1,0.1,mg/L,230815.1,8/15/2023,,4,0.7,,,9.7,4,ug/L,230816.1,8/16/2023,,5,0.005,,,4.69,0.05,mg/L,231027.1,10/27/2023,1,77,0.005,,,7.45,0.1,mg/L,230815.1,8/15/2023,1,4,0.001,,,4.48,0.18,mg/L,230816.1,8/16/2023,5,,,,4,2,mg/L,230812.1,8/12/2023,,1,,L,LRL,1,2,NTU,8/12/2023,230815.1,8/15/2023,,6.42,ug/L,4,0.29,,,0.257,1,ug/L,,1000,,,
6/1/2026,2022666,NRS_NC-10473,NRS23_NC_10026,NC,1,8/11/2023,2310666,252160,2310666,252161,PESD-AL,WATER,REGULAR,8/12/2023,230822.1,8/22/2023,1,11,0.0015,,,0.063,0.004,mg N/L,230812.1,8/12/2023,1,,,,907,,uEq/L,231027.1,10/27/2023,1,77,0.01,,,10.2,0.05,mg/L,230815.1,8/15/2023,1,4,0.001,,,27.5,0.06,mg/L,230812,8/12/2023,,1,,,,25,,APHA PT-CO,230812.1,8/12/2023,1,,,,224,2,uS/cm at 25 C,230815.1,8/15/2023,1,4,0.049,,,,4.81,0.2,mg/L,231027.1,10/27/2023,1,77,0.002,,,4.34,0.02,mg/L,230815.1,8/15/2023,1,4,0.0015,,,0.784,0.02,mg N/L,,,,,,,,,,230815.1,8/15/2023,1,4,0.0003,L,EST,0.007,0.02,mg N/L,230815.1,8/15/2023,,4,0.002,,,1.28,0.02,mg/L,230812.1,8/12/2023,1,,,7.69,,231027.1,10/27/2023,1,77,0.01,,,4.7,0.1,mg/L,230815.1,8/15/2023,,4,0.7,,,110,4,ug/L,230816.1,8/16/2023,,5,0.005,,,5.44,0.05,mg/L,231027.1,10/27/2023,1,77,0.005,,,24.2,0.1,mg/L,230815.1,8/15/2023,1,4,0.001,,,10.6,0.18,mg/L,230816.1,8/16/2023,5,,,,4.5,2,mg/L,230812.1,8/12/2023,,1,,,,4.4,2,NTU,8/12/2023,230816.1,8/16/2023,,13.6,ug/L,5,0.29,,,2.18,1,ug/L,,250,,,
6/1/2026,2022667,NRS_IL-10147,NRS23_IL_10045,IL,1,8/11/2023,2310659,258520,2310659,258521,PESD-AL,WATER,REGULAR,8/12/2023,230822.1,8/22/2023,1,11,0.0015,,,0.137,0.004,mg N/L,230812.1,8/12/2023,1,,,,4730,,uEq/L,231027.1,10/27/2023,1,77,0.01,,,57.8,0.05,mg/L,230815.1,8/15/2023,2,4,0.002,,,30.6,0.12,mg/L,230812,8/12/2023,,1,,,,20,,APHA PT-CO,230812.1,8/12/2023,1,,,,567,2,uS/cm at 25 C,230815.1,8/15/2023,1,4,0.049,,,,4.41,0.2,mg/L,231027.1,10/27/2023,1,77,0.002,,,33.8,0.02,mg/L,230815.1,8/15/2023,2,4,0.003,,,0.453,0.04,mg N/L,,,,,,,,,,230815.1,8/15/2023,2,4,0.0006,L,EST,0.026,0.04,mg N/L,230815.1,8/15/2023,,4,0.002,,,1.44,0.02,mg/L,230812.1,8/12/2023,1,,,8.09,,231027.1,10/27/2023,1,77,0.01,,,1.93,0.1,mg/L,230815.1,8/15/2023,,4,0.7,,,151,4,ug/L,230816.1,8/16/2023,,5,0.005,,,14.5,0.05,mg/L,231027.1,10/27/2023,1,77,0.005,,,7.7,0.1,mg/L,230815.1,8/15/2023,2,4,0.002,,,8.26,0.36,mg/L,230816.1,8/16/2023,5,,,,41.8,2,mg/L,230812.1,8/12/2023,,1,,,,5.7,2,NTU,8/12/2023,230815.1,8/15/2023,,341,ug/L,4,0.29,,,27.3,1,ug/L,,500,,,
6/1/2026,2022668,NRS_MT-10495,NRS23_MT_10002,MT,1,8/10/2023,2310657,259200,2310657,259201,PESD-AL,WATER,REGULAR,8/12/2023,230822.1,8/22/2023,1,12,0.0015,ND,MDL,,0.004,mg N/L,230812.1,8/12/2023,2,,,,4420,,uEq/L,231027.1,10/27/2023,1,78,0.01,,,64.1,0.05,mg/L,230815.1,8/15/2023,2,5,0.002,,,0.618,0.12,mg/L,230812,8/12/2023,,2,,,,5,,APHA PT-CO,230812.1,8/12/2023,2,,,,466,2,uS/cm at 25 C,230815.1,8/15/2023,1,5,0.049,,,,7.7,0.2,mg/L,231027.1,10/27/2023,1,78,0.002,,,19.4,0.02,mg/L,230815.1,8/15/2023,2,5,0.003,L,EST,0.033,0.04,mg N/L,,,,,,,,,,230815.1,8/15/2023,2,5,0.0006,ND,MDL,,0.04,mg N/L,230815.1,8/15/2023,,5,0.002,,,1.25,0.02,mg/L,230812.1,8/12/2023,2,,,8.14,,231027.1,10/27/2023,1,78,0.01,,,0.92,0.1,mg/L,230815.1,8/15/2023,,5,0.7,,,323,4,ug/L,230816.1,8/16/2023,,6,0.005,,,7.83,0.05,mg/L,231027.1,10/27/2023,1,78,0.005,,,5.59,0.1,mg/L,230815.1,8/15/2023,2,5,0.002,,,24.2,0.36,mg/L,230816.1,8/16/2023,6,,,,331,2,mg/L,230812.1,8/12/2023,,2,,,,11.9,2,NTU,8/12/2023,230815.1,8/15/2023,,13.7,ug/L,5,0.29,,,2.19,1,ug/L,,250,,,
6/1/2026,2022669,NRS_MT-10587,NRS23_MT_10058,MT,1,8/11/2023,2310667,259120,2310667,259121,PESD-AL,WATER,REGULAR,8/12/2023,230822.1,8/22/2023,1,11,0.0015,,,0.008,0.004,mg N/L,230812.1,8/12/2023,1,,,,3950,,uEq/L,231027.1,10/27/2023,1,77,0.01,,,57.4,0.05,mg/L,230815.1,8/15/2023,2,4,0.002,,,2.81,0.12,mg/L,230812,8/12/2023,,1,,,,15,,APHA PT-CO,230812.1,8/12/2023,1,,,,583,2,uS/cm at 25 C,230815.1,8/15/2023,1,4,0.049,,,,3.2,0.2,mg/L,231027.1,10/27/2023,1,77,0.002,,,30,0.02,mg/L,230815.1,8/15/2023,2,4,0.003,,,0.049,0.04,mg N/L,,,,,,,,,,230815.1,8/15/2023,2,4,0.0006,L,EST,0.002,0.04,mg N/L,230815.1,8/15/2023,,4,0.002,,,0.39,0.02,mg/L,230812.1,8/12/2023,1,,,8.39,,231027.1,10/27/2023,1,77,0.01,,,2.21,0.1,mg/L,230815.1,8/15/2023,,4,0.7,,,35.9,4,ug/L,230816.1,8/16/2023,,5,0.005,,,5.63,0.05,mg/L,231027.1,10/27/2023,1,77,0.005,,,21.5,0.1,mg/L,230815.1,8/15/2023,2,4,0.002,,,102,0.36,mg/L,230816.1,8/16/2023,5,,,,13.3,2,mg/L,230812.1,8/12/2023,,1,,,,4.4,2,NTU,8/12/2023,230816.1,8/16/2023,,108,ug/L,5,0.29,,,5.76,1,ug/L,,750,,,
6/1/2026,2022670,NRS_NJ-10099,NRS23_NJ_10069,NJ,1,8/11/2023,2310658,260940,2310658,260941,PESD-AL,WATER,REGULAR,8/12/2023,230822.1,8/22/2023,1,11,0.0015,,,0.036,0.004,mg N/L,230812.1,8/12/2023,1,,,,681,,uEq/L,231027.1,10/27/2023,1,77,0.01,,,12.3,0.05,mg/L,230815.1,8/15/2023,1,4,0.001,,,16.9,0.06,mg/L,230812,8/12/2023,,1,,,,30,,APHA PT-CO,230812.1,8/12/2023,1,,,,151,2,uS/cm at 25 C,230815.1,8/15/2023,1,4,0.049,,,,4.07,0.2,mg/L,231027.1,10/27/2023,1,77,0.002,,,3.8,0.02,mg/L,230815.1,8/15/2023,1,4,0.0015,,,0.615,0.02,mg N/L,,,,,,,,,,230815.1,8/15/2023,1,4,0.0003,L,EST,0.012,0.02,mg N/L,230815.1,8/15/2023,,4,0.002,,,0.945,0.02,mg/L,230812.1,8/12/2023,1,,,7.69,,231027.1,10/27/2023,1,77,0.01,,,1.26,0.1,mg/L,230815.1,8/15/2023,,4,0.7,,,65.3,4,ug/L,230816.1,8/16/2023,,5,0.005,,,3.83,0.05,mg/L,231027.1,10/27/2023,1,77,0.005,,,10.6,0.1,mg/L,230815.1,8/15/2023,1,4,0.001,,,8.07,0.18,mg/L,230816.1,8/16/2023,5,,,,9.4,2,mg/L,230812.1,8/12/2023,,1,,L,LRL,1.8,2,NTU,8/12/2023,230815.1,8/15/2023,,18.3,ug/L,4,0.29,,,2.93,1,ug/L,,250,,,
