PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,PSTL_CODE,VISIT_NO,DATE_COL,LAB_SAMPLE_ID,SAMPLE_ID,LAB,MATRIX,SAM_CODE,DATE_RECEIVED,BATCH_ID,DATE_ANALYZED,DILUTION_FACTOR,EXTRACT,HOLDING_TIME,MDL,NARS_FLAG,QA_FLAG,RESULT,RESULT_UNITS,RESULT_VOL,RESULT_VOL_UNITS,RL,SHIP_FLAG,VOLUME_ADJUST,VOLUME_FILTERED
6/2/2026,2022494,NRS_UT-10425,NRS23_UT_10068,UT,1,7/27/2023,2310534,251783,PESD-AL,PERIPHYTON,REGULAR,7/29/2023,230802.1,8/2/2023,9,1134,6,0.29,,,6.788,ug/cm2,1810,ug/L,1,,,25
6/2/2026,2022495,NRS_MI-10152,NRS23_MI_10026,MI,1,7/27/2023,2310537,253603,PESD-AL,PERIPHYTON,REGULAR,7/31/2023,230802.1,8/2/2023,,91.6,6,0.29,S,,0.5512,ug/cm2,147,ug/L,1,,,25
6/2/2026,2022496,NRS_KY-10125,NRS23_KY_10018,KY,1,7/27/2023,2310528,248723,PESD-AL,PERIPHYTON,REGULAR,7/29/2023,230802.1,8/2/2023,9,1215,6,0.29,,,7.348,ug/cm2,1940,ug/L,1,,,25
6/2/2026,2022497,NRS_AR-10223,NRS23_AR_10009,AR,1,7/27/2023,2310529,254583,PESD-AL,PERIPHYTON,REGULAR,7/29/2023,230802.1,8/2/2023,,119,6,0.29,,,0.7125,ug/cm2,190,ug/L,1,,,25
6/2/2026,2022498,NRS_SC-10088,NRS23_SC_10021,SC,2,7/26/2023,2310505,247983,PESD-AL,PERIPHYTON,REGULAR,7/28/2023,230801.1,8/1/2023,,475,6,0.29,,,2.85,ug/cm2,760,ug/L,1,,,25
6/2/2026,2022499,NRS_ID-10503,NRS23_ID_10033,ID,1,7/27/2023,2310535,237543,PESD-AL,PERIPHYTON,REGULAR,7/29/2023,230802.1,8/2/2023,9,1476,6,0.29,,,8.85,ug/cm2,2360,ug/L,1,,,25
6/2/2026,2022500,NRS_ID-10565,NRS23_ID_10186,ID,1,7/26/2023,2310525,237403,PESD-AL,PERIPHYTON,REGULAR,7/29/2023,230802.1,8/2/2023,,297,7,0.29,S,,1.781,ug/cm2,475,ug/L,1,,,25
6/2/2026,2022501,NRS_WY-10495,NRS23_WY_10056,WY,2,7/27/2023,2310527,248543,PESD-AL,PERIPHYTON,REGULAR,7/29/2023,230802.1,8/2/2023,,77.8,6,0.29,,,0.465,ug/cm2,124,ug/L,1,,,25
6/2/2026,2022502,NRS_NE-10317,NRS23_NE_10159,NE,1,7/28/2023,2310519,248063,PESD-AL,PERIPHYTON,REGULAR,7/29/2023,230801.1,8/1/2023,,142,4,0.29,,,3.041,ug/cm2,811,ug/L,1,,,7
6/2/2026,2022503,NRS_ME-10321,NRS23_ME_HP006,ME,1,7/26/2023,2310506,251143,PESD-AL,PERIPHYTON,REGULAR,7/28/2023,230801.1,8/1/2023,,210,6,0.29,,,1.26,ug/cm2,336,ug/L,1,,,25
6/2/2026,2022504,NRS_SC-10103,NRS23_SC_HP001,SC,1,7/28/2023,2310536,250803,PESD-AL,PERIPHYTON,REGULAR,7/29/2023,230802.1,8/2/2023,,358,5,0.29,,,2.149,ug/cm2,573,ug/L,1,,,25
6/2/2026,2022505,NRS_WI-10177,NRS23_WI_10010,WI,1,7/28/2023,2310532,254363,PESD-AL,PERIPHYTON,REGULAR,7/29/2023,230802.1,8/2/2023,,128,5,0.29,,,0.7688,ug/cm2,205,ug/L,1,,,25
6/2/2026,2022506,NRS_MI-10279,NRS23_MI_10170,MI,1,7/28/2023,2310523,252823,PESD-AL,PERIPHYTON,REGULAR,7/29/2023,230801.1,8/1/2023,,142,4,0.29,,,0.8512,ug/cm2,227,ug/L,1,,,25
6/2/2026,2022507,NRS_AR-10255,NRS23_AR_10027,AR,1,7/28/2023,2310521,252603,PESD-AL,PERIPHYTON,REGULAR,7/29/2023,230801.1,8/1/2023,,117,4,0.29,,,0.7012,ug/cm2,187,ug/L,1,,,25
6/2/2026,2022508,NRS_NE-10385,NRS23_NE_HP002,NE,1,7/28/2023,2310531,246783,PESD-AL,PERIPHYTON,REGULAR,7/29/2023,230802.1,8/2/2023,,705,5,0.29,,,4.238,ug/cm2,1130,ug/L,1,,,25
6/2/2026,2022509,NRS_AR-10254,NRS23_AR_10026,AR,1,7/28/2023,2310522,246143,PESD-AL,PERIPHYTON,REGULAR,7/29/2023,230801.1,8/1/2023,,184,4,0.29,,,1.102,ug/cm2,294,ug/L,1,,,25
6/2/2026,2022510,NRS_WA-10481,NRS23_WA_10033,WA,1,7/27/2023,2310520,254663,PESD-AL,PERIPHYTON,REGULAR,7/29/2023,230801.1,8/1/2023,,321,5,0.29,,,1.928,ug/cm2,514,ug/L,1,,,25
6/2/2026,2022511,NRS_WA-10517,NRS23_WA_10088,WA,1,7/28/2023,2310530,238023,PESD-AL,PERIPHYTON,REGULAR,7/29/2023,230802.1,8/2/2023,,372,5,0.29,,,2.231,ug/cm2,595,ug/L,1,,,25
6/2/2026,2022512,NRS_WA-10503,NRS23_WA_10074,WA,1,7/27/2023,2310526,254443,PESD-AL,PERIPHYTON,REGULAR,7/29/2023,230802.1,8/2/2023,,75.2,6,0.29,,,0.45,ug/cm2,120,ug/L,1,,,25
6/2/2026,2022513,NRS_AR-10263,NRS23_AR_10035,AR,1,7/30/2023,2310545,252683,PESD-AL,PERIPHYTON,REGULAR,8/1/2023,230802.1,8/2/2023,,57.5,3,0.29,,,0.5738,ug/cm2,153,ug/L,1,,,15
6/2/2026,2022514,NRS_MT-10491,NRS23_MT_HP002,MT,1,7/30/2023,2310542,243163,PESD-AL,PERIPHYTON,REGULAR,8/1/2023,230802.1,8/2/2023,,285,3,0.29,,,1.71,ug/cm2,456,ug/L,1,,,25
6/2/2026,2022515,NRS_WA-10440,NRS23_WA_10014,WA,1,7/30/2023,2310544,254403,PESD-AL,PERIPHYTON,REGULAR,8/1/2023,230802.1,8/2/2023,,130,3,0.29,,,0.78,ug/cm2,208,ug/L,1,,,25
6/2/2026,2022529,NRS_MI-10156,NRS23_MI_10030,MI,1,7/30/2023,2310538,252763,PESD-AL,PERIPHYTON,REGULAR,8/1/2023,230802.1,8/2/2023,,389,3,0.29,,,2.332,ug/cm2,622,ug/L,1,,,25
6/2/2026,2022533,NRS_PA-10139,NRS23_PA_10020,PA,1,7/31/2023,2310540,254063,PESD-AL,PERIPHYTON,REGULAR,8/1/2023,230802.1,8/2/2023,,131,2,0.29,,,0.7875,ug/cm2,210,ug/L,1,,,25
6/2/2026,2022535,NRS_MT-10492,NRS23_MT_HP001,MT,1,7/31/2023,2310543,246763,PESD-AL,PERIPHYTON,REGULAR,8/1/2023,230802.1,8/2/2023,,368,2,0.29,,,2.209,ug/cm2,589,ug/L,1,,,25
6/2/2026,2022536,NRS_OK-10255,NRS23_OK_10048,OK,1,7/31/2023,,254003,ODEQ,PERIPHYTON,REGULAR,8/3/2023,8/14/2023,8/14/2023,,15,14,,,,1.056,ug/cm2,281.66,ug/L,0.5,,,25
6/2/2026,2022537,NRS_CA-11203,NRS23_CA_10022,CA,1,7/31/2023,2310541,242923,PESD-AL,PERIPHYTON,REGULAR,8/1/2023,230802.1,8/2/2023,9,1044,2,0.29,,,6.326,ug/cm2,1670,ug/L,1,,,25
6/2/2026,2022538,NRS_MI-10154,NRS23_MI_10028,MI,1,7/31/2023,2310552,253623,PESD-AL,PERIPHYTON,REGULAR,8/2/2023,230803.1,8/3/2023,,73,3,0.29,,,0.4388,ug/cm2,117,ug/L,1,,,25
6/2/2026,2022539,NRS_TN-10206,NRS23_TN_10069,TN,1,7/31/2023,2310539,245563,PESD-AL,PERIPHYTON,REGULAR,8/1/2023,230802.1,8/2/2023,,306,2,0.29,,,1.838,ug/cm2,490,ug/L,1,,,25
6/2/2026,2022540,NRS_WI-10319,NRS23_WI_10140,WI,1,7/31/2023,2310576,253783,PESD-AL,PERIPHYTON,REGULAR,8/3/2023,230807.1,8/7/2023,,52.1,7,0.29,S,,0.3128,ug/cm2,83.4,ug/L,1,,,25
6/2/2026,2022543,NRS_MT-10659,NRS23_MT_10213,MT,1,7/31/2023,2310553,237583,PESD-AL,PERIPHYTON,REGULAR,8/2/2023,230804.1,8/4/2023,,62.4,4,0.29,,,0.3742,ug/cm2,99.8,ug/L,1,,,25
6/2/2026,2022544,NRS_AR-10239,NRS23_AR_10039,AR,1,7/31/2023,2310549,252443,PESD-AL,PERIPHYTON,REGULAR,8/2/2023,230803.1,8/3/2023,,291,3,0.29,,,1.747,ug/cm2,466,ug/L,1,,,25
6/2/2026,2022545,NRS_VA-10139,NRS23_VA_10001,VA,2,8/1/2023,2310556,238323,PESD-AL,PERIPHYTON,REGULAR,8/3/2023,230804.1,8/4/2023,,144,3,0.29,,,0.8625,ug/cm2,230,ug/L,1,,,25
6/2/2026,2022546,NRS_PA-10113,NRS23_PA_10004,PA,2,8/1/2023,2310554,253903,PESD-AL,PERIPHYTON,REGULAR,8/3/2023,230804.1,8/4/2023,,179,3,0.29,,,1.072,ug/cm2,286,ug/L,1,,,25
6/2/2026,2022547,NRS_OK-10173,NRS23_OK_10014,OK,1,8/1/2023,,253943,ODEQ,PERIPHYTON,REGULAR,8/3/2023,8/14/2023,8/14/2023,,15,13,,,,0.6256,ug/cm2,166.83,ug/L,0.5,,,10
6/2/2026,2022548,NRS_CA-11311,NRS23_CA_10163,CA,1,8/1/2023,2310551,244523,PESD-AL,PERIPHYTON,REGULAR,8/2/2023,230803.1,8/3/2023,,590,2,0.29,,,3.576,ug/cm2,944,ug/L,1,,,25
6/2/2026,2022549,NRS_VT-10142,NRS23_VT_10005,VT,1,8/1/2023,2310568,243723,PESD-AL,PERIPHYTON,REGULAR,8/3/2023,230804.1,8/4/2023,,59.7,3,0.29,,,0.3581,ug/cm2,95.5,ug/L,1,,,25
6/2/2026,2022550,NRS_GA-10155,NRS23_GA_10041,GA,1,8/1/2023,2310562,247243,PESD-AL,PERIPHYTON,REGULAR,8/3/2023,230804.1,8/4/2023,,475,3,0.29,,,2.85,ug/cm2,760,ug/L,1,,,25
6/2/2026,2022551,NRS_WI-10353,NRS23_WI_10219,WI,1,8/1/2023,2310557,246283,PESD-AL,PERIPHYTON,REGULAR,8/3/2023,230804.1,8/4/2023,,506,3,0.29,,,3.038,ug/cm2,810,ug/L,1,,,25
6/2/2026,2022552,NRS_MI-10134,NRS23_MI_10071,MI,1,8/1/2023,2310558,252803,PESD-AL,PERIPHYTON,REGULAR,8/3/2023,230804.1,8/4/2023,,51,3,0.29,,,0.306,ug/cm2,81.6,ug/L,1,,,25
6/2/2026,2022553,NRS_TN-10145,NRS23_TN_10010,TN,1,8/1/2023,2310575,245623,PESD-AL,PERIPHYTON,REGULAR,8/3/2023,230804.1,8/4/2023,,367,3,0.29,,,2.201,ug/cm2,587,ug/L,1,,,25
6/2/2026,2022554,NRS_CA-11403,NRS23_CA_10072,CA,1,8/1/2023,2310588,253083,PESD-AL,PERIPHYTON,REGULAR,8/4/2023,230807.1,8/7/2023,,258,6,0.29,S,,1.564,ug/cm2,413,ug/L,1,,,25
6/2/2026,2022557,NRS_AR-10226,NRS23_AR_10011,AR,1,8/1/2023,2310591,252703,PESD-AL,PERIPHYTON,REGULAR,8/4/2023,230808.1,8/8/2023,,114,7,0.29,S,,0.6825,ug/cm2,182,ug/L,1,,,25
6/2/2026,2022558,NRS_KS-10245,NRS23_KS_10078,KS,1,8/1/2023,2310561,252283,PESD-AL,PERIPHYTON,REGULAR,8/3/2023,230804.1,8/4/2023,,204,3,0.29,,,1.222,ug/cm2,326,ug/L,1,,,25
6/2/2026,2022559,NRS_DE-10086,NRS23_DE_10021,DE,1,8/1/2023,2310555,252143,PESD-AL,PERIPHYTON,REGULAR,8/3/2023,230804.1,8/4/2023,,55.5,3,0.29,,,0.3027,ug/cm2,88.8,ug/L,1,,,25
6/2/2026,2022560,NRS_AR-10264,NRS23_AR_10036,AR,1,7/31/2023,2310550,232803,PESD-AL,PERIPHYTON,REGULAR,8/2/2023,230803.1,8/3/2023,,116,3,0.29,,,0.6975,ug/cm2,186,ug/L,1,,,25
6/2/2026,2022561,NRS_ND-10438,NRS23_ND_10012,ND,2,8/1/2023,2310569,252983,PESD-AL,PERIPHYTON,REGULAR,8/3/2023,230804.1,8/4/2023,,424,3,0.29,,,2.542,ug/cm2,678,ug/L,1,,,25
6/2/2026,2022562,NRS_NH-10151,NRS23_NH_10017,NH,1,8/1/2023,2310559,253423,PESD-AL,PERIPHYTON,REGULAR,8/3/2023,230804.1,8/4/2023,,228,3,0.29,,,1.369,ug/cm2,365,ug/L,1,,,25
6/2/2026,2022563,NRS_WY-10677,NRS23_WY_10046,WY,1,7/31/2023,2310571,236563,PESD-AL,PERIPHYTON,REGULAR,8/3/2023,230804.1,8/4/2023,,166,4,0.29,S,,0.9975,ug/cm2,266,ug/L,1,,,25
6/2/2026,2022564,NRS_KY-10104,NRS23_KY_10005,KY,1,8/1/2023,2310582,253223,PESD-AL,PERIPHYTON,REGULAR,8/4/2023,230807.1,8/7/2023,,269,6,0.29,S,,1.612,ug/cm2,430,ug/L,1,,,25
6/2/2026,2022565,NRS_WY-10695,NRS23_WY_10240,WY,1,8/1/2023,2310577,241263,PESD-AL,PERIPHYTON,REGULAR,8/3/2023,230807.1,8/7/2023,,572,6,0.29,,,3.431,ug/cm2,915,ug/L,1,,,25
6/2/2026,2022566,NRS_SC-10082,NRS23_SC_10024,SC,2,8/1/2023,2310573,254263,PESD-AL,PERIPHYTON,REGULAR,8/3/2023,230804.1,8/4/2023,,462,3,0.29,,,2.771,ug/cm2,739,ug/L,1,,,25
6/2/2026,2022567,NRS_CA-11475,NRS23_CA_10310,CA,1,8/2/2023,2310563,244543,PESD-AL,PERIPHYTON,REGULAR,8/3/2023,230804.1,8/4/2023,,32.9,2,0.29,,,0.1992,ug/cm2,52.6,ug/L,1,,,25
6/2/2026,2022568,NRS_SD-10452,NRS23_SD_10017,SD,1,8/1/2023,2310566,253463,PESD-AL,PERIPHYTON,REGULAR,8/3/2023,230804.1,8/4/2023,,61.6,3,0.29,,,0.3697,ug/cm2,98.6,ug/L,1,,,25
6/2/2026,2022569,NRS_CT-10115,NRS23_CT_10024,CT,2,8/2/2023,2310564,235103,PESD-AL,PERIPHYTON,REGULAR,8/3/2023,230804.1,8/4/2023,,363,2,0.29,,,2.179,ug/cm2,581,ug/L,1,,,25
6/2/2026,2022570,NRS_VA-10144,NRS23_VA_10006,VA,2,8/2/2023,2310560,238243,PESD-AL,PERIPHYTON,REGULAR,8/3/2023,230804.1,8/4/2023,,357,2,0.29,,,2.141,ug/cm2,571,ug/L,1,,,25
6/2/2026,2022571,NRS_GA-10204,NRS23_GA_10052,GA,1,8/2/2023,2310567,247203,PESD-AL,PERIPHYTON,REGULAR,8/3/2023,230804.1,8/4/2023,,116,2,0.29,,,0.6975,ug/cm2,186,ug/L,1,,,25
6/2/2026,2022572,NRS_AR-10259,NRS23_AR_10031,AR,1,8/2/2023,2310592,252723,PESD-AL,PERIPHYTON,REGULAR,8/4/2023,230808.1,8/8/2023,,73.7,6,0.29,,,0.4425,ug/cm2,118,ug/L,1,,,25
6/2/2026,2022573,NRS_NV-10475,NRS23_NV_10047,NV,1,8/2/2023,2310583,235983,PESD-AL,PERIPHYTON,REGULAR,8/4/2023,230807.1,8/7/2023,,324,5,0.29,,,1.943,ug/cm2,518,ug/L,1,,,25
6/2/2026,2022574,NRS_NV-10608,NRS23_NV_10149,NV,1,8/1/2023,2310593,236123,PESD-AL,PERIPHYTON,REGULAR,8/4/2023,230808.1,8/8/2023,,599,7,0.29,S,,3.592,ug/cm2,958,ug/L,1,,,25
6/2/2026,2022575,NRS_MD-10078,NRS23_MD_10004,MD,2,8/2/2023,2310585,250623,PESD-AL,PERIPHYTON,REGULAR,8/4/2023,230807.1,8/7/2023,,700,5,0.29,,,4.2,ug/cm2,1120,ug/L,1,,,25
6/2/2026,2022576,NRS_TN-10152,NRS23_TN_10012,TN,1,8/2/2023,2310570,245683,PESD-AL,PERIPHYTON,REGULAR,8/3/2023,230804.1,8/4/2023,,558,2,0.29,,,3.349,ug/cm2,893,ug/L,1,,,25
6/2/2026,2022577,NRS_TX-10472,NRS23_TX_10054,TX,1,8/2/2023,2310565,244263,PESD-AL,PERIPHYTON,REGULAR,8/3/2023,230804.1,8/4/2023,,230,2,0.29,,,1.38,ug/cm2,368,ug/L,1,,,25
6/2/2026,2022578,NRS_OK-10198,NRS23_OK_10026,OK,1,8/2/2023,,253963,ODEQ,PERIPHYTON,REGULAR,8/3/2023,8/14/2023,8/14/2023,,15,12,,,,0.3263,ug/cm2,87.02,ug/L,0.5,,,10
6/2/2026,2022579,NRS_MT-10606,NRS23_MT_10113,MT,1,8/2/2023,2310572,254623,PESD-AL,PERIPHYTON,REGULAR,8/3/2023,230804.1,8/4/2023,,56.4,2,0.29,,,0.3382,ug/cm2,90.2,ug/L,1,,,25
6/2/2026,2022580,NRS_MT-10518,NRS23_MT_10017,MT,1,8/1/2023,2310574,254683,PESD-AL,PERIPHYTON,REGULAR,8/3/2023,230804.1,8/4/2023,,86.4,3,0.29,,,0.5175,ug/cm2,138,ug/L,1,,,25
6/2/2026,2022581,NRS_ID-10511,NRS23_ID_10041,ID,1,8/2/2023,2310580,254243,PESD-AL,PERIPHYTON,REGULAR,8/4/2023,230807.1,8/7/2023,,177,5,0.29,,,0.8683,ug/cm2,283,ug/L,1,,,25
6/2/2026,2022582,NRS_CA-11198,NRS23_CA_10074,CA,1,8/2/2023,2310579,253123,PESD-AL,PERIPHYTON,REGULAR,8/4/2023,230807.1,8/7/2023,,351,5,0.29,,,2.108,ug/cm2,562,ug/L,1,,,25
6/2/2026,2022583,NRS_CA-11399,NRS23_CA_10068,CA,1,8/2/2023,2310587,253143,PESD-AL,PERIPHYTON,REGULAR,8/4/2023,230807.1,8/7/2023,,44.3,5,0.29,,,0.2686,ug/cm2,70.9,ug/L,1,,,25
6/2/2026,2022584,NRS_NH-10131,NRS23_NH_10005,NH,2,8/3/2023,2310589,253403,PESD-AL,PERIPHYTON,REGULAR,8/4/2023,230807.1,8/7/2023,,185,4,0.29,,,1.11,ug/cm2,296,ug/L,1,,,25
6/2/2026,2022585,NRS_UT-10383,NRS23_UT_10039,UT,1,8/2/2023,2310598,246703,PESD-AL,PERIPHYTON,REGULAR,8/7/2023,230808.1,8/8/2023,,123,6,0.29,S,,0.7388,ug/cm2,197,ug/L,1,,,25
6/2/2026,2022586,NRS_GA-10207,NRS23_GA_10055,GA,1,8/3/2023,2310581,247303,PESD-AL,PERIPHYTON,REGULAR,8/4/2023,230807.1,8/7/2023,,149,4,0.29,,,0.8925,ug/cm2,238,ug/L,1,,,25
6/2/2026,2022587,NRS_MI-10251,NRS23_MI_10131,MI,1,8/3/2023,2310600,253643,PESD-AL,PERIPHYTON,REGULAR,8/7/2023,230808.1,8/8/2023,,216,5,0.29,S,,1.298,ug/cm2,346,ug/L,1,,,25
6/2/2026,2022588,NRS_FL-10209,NRS23_FL_10009,FL,1,8/2/2023,2310578,238863,PESD-AL,PERIPHYTON,REGULAR,8/4/2023,230807.1,8/7/2023,,91.1,5,0.29,,,0.5475,ug/cm2,146,ug/L,1,,,25
6/2/2026,2022591,NRS_VT-10168,NRS23_VT_10060,VT,1,8/3/2023,2310597,243783,PESD-AL,PERIPHYTON,REGULAR,8/7/2023,230808.1,8/8/2023,,136,5,0.29,S,,0.8175,ug/cm2,218,ug/L,1,,,25
6/2/2026,2022592,NRS_VT-10172,NRS23_VT_10064,VT,1,8/2/2023,2310586,254883,PESD-AL,PERIPHYTON,REGULAR,8/4/2023,230807.1,8/7/2023,,183,5,0.29,,,1.099,ug/cm2,293,ug/L,1,,,25
6/2/2026,2022593,NRS_MD-10079,NRS23_MD_10029,MD,1,8/3/2023,2310590,238343,PESD-AL,PERIPHYTON,REGULAR,8/4/2023,230807.1,8/7/2023,,533,4,0.29,,,5.325,ug/cm2,1420,ug/L,1,,,15
6/2/2026,2022594,NRS_TX-10286,NRS23_TX_10020,TX,1,8/3/2023,2310601,245263,PESD-AL,PERIPHYTON,REGULAR,8/7/2023,230808.1,8/8/2023,,75.3,5,0.29,S,,0.45,ug/cm2,120,ug/L,1,,,25
6/2/2026,2022595,NRS_NV-10473,NRS23_NV_10009,NV,1,8/3/2023,2310599,236043,PESD-AL,PERIPHYTON,REGULAR,8/7/2023,230808.1,8/8/2023,,190,5,0.29,S,,1.14,ug/cm2,304,ug/L,1,,,25
6/2/2026,2022596,NRS_ID-10390,NRS23_ID_10011,ID,2,8/3/2023,2310604,254223,PESD-AL,PERIPHYTON,REGULAR,8/7/2023,230808.1,8/8/2023,,110,5,0.29,S,,0.66,ug/cm2,176,ug/L,1,,,25
6/2/2026,2022597,NRS_TN-10153,NRS23_TN_10013,TN,1,8/4/2023,2310596,245643,PESD-AL,PERIPHYTON,REGULAR,8/7/2023,230808.1,8/8/2023,,321,4,0.29,S,,1.928,ug/cm2,514,ug/L,1,,,25
6/2/2026,2022598,NRS_MI-10177,NRS23_MI_10039,MI,1,8/4/2023,2310594,253683,PESD-AL,PERIPHYTON,REGULAR,8/7/2023,230808.1,8/8/2023,,47.6,4,0.29,S,,0.2858,ug/cm2,76.2,ug/L,1,,,25
6/2/2026,2022599,NRS_WI-10320,NRS23_WI_10141,WI,1,8/2/2023,2310584,246303,PESD-AL,PERIPHYTON,REGULAR,8/4/2023,230807.1,8/7/2023,,90.7,5,0.29,,,0.5438,ug/cm2,145,ug/L,1,,,25
6/2/2026,2022600,NRS_WI-10281,NRS23_WI_10050,WI,1,8/3/2023,2310603,246223,PESD-AL,PERIPHYTON,REGULAR,8/7/2023,230808.1,8/8/2023,,227,5,0.29,S,,1.361,ug/cm2,363,ug/L,1,,,25
6/2/2026,2022601,NRS_MT-10631,NRS23_MT_10156,MT,1,8/4/2023,2310595,254183,PESD-AL,PERIPHYTON,REGULAR,8/7/2023,230808.1,8/8/2023,,259,4,0.29,S,,1.552,ug/cm2,414,ug/L,1,,,25
6/2/2026,2022602,NRS_ID-10207,NRS23_ID_HP001,ID,1,8/3/2023,2310602,254643,PESD-AL,PERIPHYTON,REGULAR,8/7/2023,230808.1,8/8/2023,,176,5,0.29,S,,1.058,ug/cm2,282,ug/L,1,,,25
6/2/2026,2022603,NRS_NC-10223,NRS23_NC_10204,NC,1,8/6/2023,2310605,252403,PESD-AL,PERIPHYTON,REGULAR,8/8/2023,230810.1,8/10/2023,,47.6,4,0.29,,,0.2858,ug/cm2,76.2,ug/L,1,,,25
6/2/2026,2022604,NRS_MI-10214,NRS23_MI_10090,MI,1,8/6/2023,2310612,248903,PESD-AL,PERIPHYTON,REGULAR,8/9/2023,230810.1,8/10/2023,,490,4,0.29,S,,2.94,ug/cm2,784,ug/L,1,,,25
6/2/2026,2022605,NRS_NC-10151,NRS23_NC_10008,NC,2,8/7/2023,2310607,241743,PESD-AL,PERIPHYTON,REGULAR,8/8/2023,230810.1,8/10/2023,,179,3,0.29,,,1.072,ug/cm2,286,ug/L,1,,,25
6/2/2026,2022606,NRS_CA-11332,NRS23_CA_10207,CA,1,8/7/2023,2310608,233803,PESD-AL,PERIPHYTON,REGULAR,8/8/2023,230810.1,8/10/2023,9,2673,3,0.29,,,16.05,ug/cm2,4280,ug/L,1,,,25
6/2/2026,2022607,NRS_KS-10361,NRS23_KS_10165,KS,1,8/7/2023,2310618,237643,PESD-AL,PERIPHYTON,REGULAR,8/9/2023,230810.1,8/10/2023,,87.2,3,0.29,,,0.525,ug/cm2,140,ug/L,1,,,25
6/2/2026,2022608,NRS_MT-10651,NRS23_MT_10205,MT,1,8/6/2023,2310609,254123,PESD-AL,PERIPHYTON,REGULAR,8/8/2023,230810.1,8/10/2023,,551,4,0.29,,,3.307,ug/cm2,882,ug/L,1,,,25
6/2/2026,2022609,NRS_MT-10563,NRS23_MT_10083,MT,1,8/6/2023,2310610,254423,PESD-AL,PERIPHYTON,REGULAR,8/8/2023,230810.1,8/10/2023,,545,4,0.29,,,3.27,ug/cm2,872,ug/L,1,,,25
6/2/2026,2022610,NRS_WI-10315,NRS23_WI_10136,WI,1,8/7/2023,2310606,246363,PESD-AL,PERIPHYTON,REGULAR,8/8/2023,230810.1,8/10/2023,9,1026,3,0.29,,,6.765,ug/cm2,1640,ug/L,1,,,25
6/2/2026,2022611,NRS_MT-10665,NRS23_MT_10219,MT,1,8/7/2023,2310617,254603,PESD-AL,PERIPHYTON,REGULAR,8/9/2023,230810.1,8/10/2023,,310,3,0.29,,,1.86,ug/cm2,496,ug/L,1,,,25
6/2/2026,2022612,NRS_OK-10256,NRS23_OK_10049,OK,1,8/7/2023,,258603,ODEQ,PERIPHYTON,REGULAR,8/10/2023,8/25/2023,8/25/2023,,15.4,18,,,,0.4052,ug/cm2,108.06,ug/L,0.5,,,10
6/2/2026,2022613,NRS_TX-10365,NRS23_TX_10167,TX,1,8/8/2023,2310630,247583,PESD-AL,PERIPHYTON,REGULAR,8/10/2023,230811.1,8/11/2023,,349,3,0.29,,,3.491,ug/cm2,931,ug/L,1,,,15
6/2/2026,2022615,NRS_NJ-10065,NRS23_NJ_10022,NJ,1,8/8/2023,2310613,258223,PESD-AL,PERIPHYTON,REGULAR,8/9/2023,230810.1,8/10/2023,,205,2,0.29,,,1.232,ug/cm2,328,ug/L,1,,,25
6/2/2026,2022616,NRS_MA-10094,NRS23_MA_10003,MA,2,8/8/2023,2310615,258823,PESD-AL,PERIPHYTON,REGULAR,8/9/2023,230810.1,8/10/2023,,64,2,0.29,,,0.2295,ug/cm2,102,ug/L,1,,,25
6/2/2026,2022617,NRS_CA-11226,NRS23_CA_10198,CA,1,8/8/2023,2310620,253743,PESD-AL,PERIPHYTON,REGULAR,8/9/2023,230811.1,8/11/2023,,19.2,3,0.29,,,0.1151,ug/cm2,30.7,ug/L,1,,,25
6/2/2026,2022618,NRS_KS-10446,NRS23_KS_10250,KS,1,8/8/2023,2310621,252323,PESD-AL,PERIPHYTON,REGULAR,8/9/2023,230811.1,8/11/2023,,398,3,0.29,,,2.389,ug/cm2,637,ug/L,1,,,25
6/2/2026,2022619,NRS_OK-10248,NRS23_OK_10041,OK,1,8/8/2023,,254023,ODEQ,PERIPHYTON,REGULAR,8/10/2023,8/25/2023,8/25/2023,,15,17,,,,0.259,ug/cm2,69.07,ug/L,0.5,,,10
6/2/2026,2022620,NRS_CA-11493,NRS23_CA_10328,CA,1,8/8/2023,2310614,253103,PESD-AL,PERIPHYTON,REGULAR,8/9/2023,230810.1,8/10/2023,,198,2,0.29,,,1.201,ug/cm2,317,ug/L,1,,,25
6/2/2026,2022621,NRS_ID-10491,NRS23_ID_10129,ID,1,8/8/2023,2310629,233003,PESD-AL,PERIPHYTON,REGULAR,8/10/2023,230811.1,8/11/2023,,339,3,0.29,,,2.033,ug/cm2,542,ug/L,1,,,25
6/2/2026,2022622,NRS_CA-11395,NRS23_CA_10064,CA,1,8/8/2023,2310633,253163,PESD-AL,PERIPHYTON,REGULAR,8/10/2023,230811.1,8/11/2023,9,670.5,3,0.29,,,4.053,ug/cm2,1070,ug/L,1,,,25
6/2/2026,2022623,NRS_MI-10168,NRS23_MI_10033,MI,1,8/8/2023,2310616,237043,PESD-AL,PERIPHYTON,REGULAR,8/9/2023,230810.1,8/10/2023,,341,2,0.29,,,2.047,ug/cm2,546,ug/L,1,,,25
6/2/2026,2022624,NRS_WI-10277,NRS23_WI_10046,WI,1,8/8/2023,2310611,246263,PESD-AL,PERIPHYTON,REGULAR,8/9/2023,230810.1,8/10/2023,,92.1,2,0.29,,,0.5512,ug/cm2,147,ug/L,1,,,25
