PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,PSTL_CODE,VISIT_NO,DATE_COL,LAB_SAMPLE_ID,SAMPLE_ID,LAB,MATRIX,SAM_CODE,DATE_RECEIVED,BATCH_ID,DATE_ANALYZED,DILUTION_FACTOR,EXTRACT,HOLDING_TIME,MDL,NARS_FLAG,QA_FLAG,RESULT,RESULT_UNITS,RESULT_VOL,RESULT_VOL_UNITS,RL,SHIP_FLAG,VOLUME_ADJUST,VOLUME_FILTERED
6/2/2026,2023314,NRS_OR-10690,NRS23_OR_10029,OR,1,6/13/2024,2410192,270503,PESD-AL,PERIPHYTON,REGULAR,6/18/2024,240621.1,6/21/2024,1,494,8,0,S,,2.962,ug/cm2,790,ug/L,1,S,,25
6/2/2026,2023315,NRS_FL-10190,NRS23_FL_10005,FL,1,6/13/2024,2410151,285123,PESD-AL,PERIPHYTON,REGULAR,6/14/2024,240617.2,6/17/2024,1,274,4,0,,,1.642,ug/cm2,438,ug/L,1,,,25
6/2/2026,2023316,NRS_TX-10330,NRS23_TX_10090,TX,1,6/13/2024,2410162,264043,PESD-AL,PERIPHYTON,REGULAR,6/15/2024,240617.2,6/17/2024,1,388,4,0,,,2.329,ug/cm2,621,ug/L,1,,,25
6/2/2026,2023318,NRS_CO-10493,NRS23_CO_10151,CO,1,6/13/2024,2410144,263023,PESD-AL,PERIPHYTON,REGULAR,6/14/2024,240617.2,6/17/2024,1,112,4,0,,,0.6712,ug/cm2,179,ug/L,1,,,25
6/2/2026,2023319,NRS_AR-10243,NRS23_AR_10015,AR,1,6/13/2024,2410167,270363,PESD-AL,PERIPHYTON,REGULAR,6/15/2024,240617.2,6/17/2024,1,532,4,0,,,3.191,ug/cm2,851,ug/L,1,,,25
6/2/2026,2023320,NRS_OH-10133,NRS23_OH_10035,OH,1,6/13/2024,2410172,261203,PESD-AL,PERIPHYTON,REGULAR,6/15/2024,240617.2,6/17/2024,9,1130,4,0,,,6.75,ug/cm2,1800,ug/L,9,,,25
6/2/2026,2023321,NRS_SD-10847,NRS23_SD_10407,SD,1,6/13/2024,2410177,238683,PESD-AL,PERIPHYTON,REGULAR,6/15/2024,240617.2,6/17/2024,1,61.9,4,0,,,0.3713,ug/cm2,99,ug/L,1,,,25
6/2/2026,2023322,NRS_CA-11473,NRS23_CA_10290,CA,1,6/13/2024,2410180,273803,PESD-AL,PERIPHYTON,REGULAR,6/15/2024,240617.2,6/17/2024,1,11.9,4,0,,,0.07125,ug/cm2,19,ug/L,1,,,25
6/2/2026,2023323,NRS_TN-10204,NRS23_TN_10066,TN,1,6/14/2024,2410176,273163,PESD-AL,PERIPHYTON,REGULAR,6/15/2024,240617.2,6/17/2024,1,206,3,0,,,1.238,ug/cm2,330,ug/L,1,,,25
6/2/2026,2023324,NRS_MA-10142,NRS23_MA_10066,MA,1,6/14/2024,2410168,274383,PESD-AL,PERIPHYTON,REGULAR,6/15/2024,240617.2,6/17/2024,1,79.1,3,0,,,0.4762,ug/cm2,127,ug/L,1,,,25
6/2/2026,2023325,NRS_MN-10262,NRS23_MN_10055,MN,1,6/14/2024,2410170,275463,PESD-AL,PERIPHYTON,REGULAR,6/15/2024,240617.2,6/17/2024,1,55.3,3,0,,,0.3319,ug/cm2,88.5,ug/L,1,,,25
6/2/2026,2023326,NRS_MN-10175,NRS23_MN_10001,MN,1,6/13/2024,2410179,285583,PESD-AL,PERIPHYTON,REGULAR,6/15/2024,240617.2,6/17/2024,1,266,4,0,,,1.598,ug/cm2,426,ug/L,1,,,25
6/2/2026,2023327,NRS_RI-10139,NRS23_RI_10094,RI,1,6/14/2024,2410178,273683,PESD-AL,PERIPHYTON,REGULAR,6/15/2024,240617.2,6/17/2024,1,787,3,0,,,4.725,ug/cm2,1260,ug/L,1,,,25
6/2/2026,2023328,NRS_CO-10552,NRS23_CO_10217,CO,1,6/14/2024,2410175,263823,PESD-AL,PERIPHYTON,REGULAR,6/15/2024,240617.2,6/17/2024,1,19.8,3,0,,,0.1189,ug/cm2,31.7,ug/L,1,,,25
6/2/2026,2023329,NRS_TN-10217,NRS23_TN_10080,TN,1,6/14/2024,2410173,272623,PESD-AL,PERIPHYTON,REGULAR,6/15/2024,240617.2,6/17/2024,9,999,3,0,,,6,ug/cm2,1600,ug/L,9,,,25
6/2/2026,2023331,NRS_MI-10216,NRS23_MI_10092,MI,1,6/14/2024,2410163,270703,PESD-AL,PERIPHYTON,REGULAR,6/15/2024,240617.2,6/17/2024,1,155,3,0,,,0.93,ug/cm2,248,ug/L,1,,,25
6/2/2026,2023332,NRS_MS-10180,NRS23_MS_10030,MS,1,6/14/2024,2410164,287543,PESD-AL,PERIPHYTON,REGULAR,6/15/2024,240617.2,6/17/2024,1,90.2,3,0,,,0.54,ug/cm2,144,ug/L,1,,,25
6/2/2026,2023333,NRS_AR-10305,NRS23_AR_10103,AR,1,6/14/2024,2410171,270303,PESD-AL,PERIPHYTON,REGULAR,6/15/2024,240617.2,6/17/2024,1,80.9,3,0,,,0.4838,ug/cm2,129,ug/L,1,,,25
6/2/2026,2023334,NRS_RI-10143,NRS23_RI_10098,RI,1,6/16/2024,2410188,278743,PESD-AL,PERIPHYTON,REGULAR,6/18/2024,240621.1,6/21/2024,1,176,5,0,,,1.058,ug/cm2,282,ug/L,1,,,25
6/2/2026,2023335,NRS_MA-10140,NRS23_MA_10064,MA,1,6/16/2024,2410187,264643,PESD-AL,PERIPHYTON,REGULAR,6/18/2024,240621.1,6/21/2024,1,348,5,0,,,2.089,ug/cm2,557,ug/L,1,,,25
6/2/2026,2023336,NRS_AR-10287,NRS23_AR_10074,AR,1,6/16/2024,2410184,270383,PESD-AL,PERIPHYTON,REGULAR,6/18/2024,240621.1,6/21/2024,1,223,5,0,,,1.339,ug/cm2,357,ug/L,1,,,25
6/2/2026,2023337,NRS_TN-10235,NRS23_TN_10120,TN,1,6/16/2024,2410194,273183,PESD-AL,PERIPHYTON,REGULAR,6/18/2024,240621.1,6/21/2024,1,46.7,5,0,,,0.2801,ug/cm2,74.7,ug/L,1,,,25
6/2/2026,2023338,NRS_NY-10252,NRS23_NY_10047,NY,1,6/16/2024,2410182,287763,PESD-AL,PERIPHYTON,REGULAR,6/18/2024,240621.1,6/21/2024,1,120,5,0,,,0.72,ug/cm2,192,ug/L,1,,,25
6/2/2026,2023339,NRS_CO-10484,NRS23_CO_10144,CO,1,6/16/2024,2410207,271543,PESD-AL,PERIPHYTON,REGULAR,6/19/2024,240621.1,6/21/2024,1,30.3,5,0,S,,0.1819,ug/cm2,48.5,ug/L,1,S,,25
6/2/2026,2023341,NRS_MI-10143,NRS23_MI_10020,MI,1,6/16/2024,2410185,271883,PESD-AL,PERIPHYTON,REGULAR,6/18/2024,240621.1,6/21/2024,1,282,5,0,,,1.691,ug/cm2,451,ug/L,1,,,25
6/2/2026,2023342,NRS_KS-10418,NRS23_KS_10222,KS,1,6/16/2024,2410183,261863,PESD-AL,PERIPHYTON,REGULAR,6/18/2024,240621.1,6/21/2024,1,124,5,0,,,0.7425,ug/cm2,198,ug/L,1,,,25
6/2/2026,2023343,NRS_MN-10194,NRS23_MN_10076,MN,1,6/16/2024,2410196,285603,PESD-AL,PERIPHYTON,REGULAR,6/18/2024,240621.1,6/21/2024,1,378,5,0,,,2.269,ug/cm2,605,ug/L,1,,,25
6/2/2026,2023344,NRS_TN-10205,NRS23_TN_10068,TN,1,6/16/2024,2410189,273003,PESD-AL,PERIPHYTON,REGULAR,6/18/2024,240621.1,6/21/2024,9,1030,5,0,,,6.15,ug/cm2,1640,ug/L,9,,,25
6/2/2026,2023345,NRS_MS-10154,NRS23_MS_10005,MS,1,6/16/2024,2410197,287363,PESD-AL,PERIPHYTON,REGULAR,6/19/2024,240621.1,6/21/2024,1,440,5,0,S,,2.64,ug/cm2,704,ug/L,1,S,,25
6/2/2026,2023347,NRS_NY-10325,NRS23_NY_10188,NY,1,6/17/2024,2410191,270883,PESD-AL,PERIPHYTON,REGULAR,6/18/2024,240621.1,6/21/2024,1,44.9,4,0,,,0.2692,ug/cm2,71.8,ug/L,1,,,25
6/2/2026,2023348,NRS_MA-10136,NRS23_MA_10060,MA,1,6/17/2024,2410186,273363,PESD-AL,PERIPHYTON,REGULAR,6/18/2024,240621.1,6/21/2024,1,143,4,0,,,0.8588,ug/cm2,229,ug/L,1,,,25
6/2/2026,2023349,NRS_CT-10118,NRS23_CT_10007,CT,1,6/17/2024,2410199,278663,PESD-AL,PERIPHYTON,REGULAR,6/19/2024,240621.1,6/21/2024,1,313,4,0,,,1.879,ug/cm2,501,ug/L,1,,,25
6/2/2026,2023350,NRS_KS-10224,NRS23_KS_10057,KS,1,6/17/2024,2410190,262463,PESD-AL,PERIPHYTON,REGULAR,6/18/2024,240621.1,6/21/2024,1,263,4,0,,,1.579,ug/cm2,421,ug/L,1,,,25
6/2/2026,2023351,NRS_MN-10176,NRS23_MN_10002,MN,1,6/17/2024,2410195,285463,PESD-AL,PERIPHYTON,REGULAR,6/18/2024,240621.1,6/21/2024,1,535,4,0,,,3.21,ug/cm2,856,ug/L,1,,,25
6/2/2026,2023352,NRS_TN-10189,NRS23_TN_10051,TN,1,6/17/2024,2410193,273043,PESD-AL,PERIPHYTON,REGULAR,6/18/2024,240621.1,6/21/2024,1,40.1,4,0,,,0.2408,ug/cm2,64.2,ug/L,1,,,25
6/2/2026,2023353,NRS_WY-10513,NRS23_WY_10071,WY,1,6/17/2024,2410181,271843,PESD-AL,PERIPHYTON,REGULAR,6/18/2024,240621.1,6/21/2024,1,36.7,4,0,,,1.102,ug/cm2,294,ug/L,1,,,5
6/2/2026,2023354,NRS_MI-10139,NRS23_MI_10019,MI,1,6/17/2024,2410225,253563,PESD-AL,PERIPHYTON,REGULAR,6/20/2024,240625.2,6/25/2024,1,424,8,0,S,,2.542,ug/cm2,678,ug/L,1,S,,25
6/2/2026,2023355,NRS_MN-10191,NRS23_MN_10016,MN,1,6/16/2024,2410203,278803,PESD-AL,PERIPHYTON,REGULAR,6/19/2024,240621.1,6/21/2024,1,100,5,0,S,,0.6012,ug/cm2,160,ug/L,1,S,,25
6/2/2026,2023356,NRS_MN-10204,NRS23_MN_10021,MN,1,6/17/2024,2410226,274403,PESD-AL,PERIPHYTON,REGULAR,6/20/2024,240625.2,6/25/2024,1,176,8,0,S,,1.058,ug/cm2,282,ug/L,1,S,,25
6/2/2026,2023358,NRS_OK-10304,NRS23_OK_10162,OK,1,6/17/2024,,275683,ODEQ,PERIPHYTON,REGULAR,6/20/2024,6/17/2024,6/17/2024,,9.8,0,,,,2.899,ug/cm2,772.99,ug/L,0.5,,,20
6/2/2026,2023359,NRS_AR-10299,NRS23_AR_10097,AR,1,6/17/2024,2410210,270283,PESD-AL,PERIPHYTON,REGULAR,6/19/2024,240621.1,6/21/2024,1,296,4,0,,,1.777,ug/cm2,474,ug/L,1,,,25
6/2/2026,2023360,NRS_CO-10538,NRS23_CO_10189,CO,1,6/17/2024,2410229,263763,PESD-AL,PERIPHYTON,REGULAR,6/20/2024,240625.2,6/25/2024,1,475,8,0,S,,2.85,ug/cm2,760,ug/L,1,S,,25
6/2/2026,2023362,NRS_NH-10158,NRS23_NH_HP002,NH,1,6/18/2024,2410208,271323,PESD-AL,PERIPHYTON,REGULAR,6/19/2024,240621.1,6/21/2024,1,15.4,3,0,,,0.09225,ug/cm2,24.6,ug/L,1,,,25
6/2/2026,2023363,NRS_WI-10234,NRS23_WI_10033,WI,1,6/18/2024,2410206,272903,PESD-AL,PERIPHYTON,REGULAR,6/19/2024,240621.1,6/21/2024,1,320,3,0,,,1.92,ug/cm2,512,ug/L,1,,,25
6/2/2026,2023364,NRS_MA-10099,NRS23_MA_10005,MA,1,6/18/2024,2410205,273623,PESD-AL,PERIPHYTON,REGULAR,6/19/2024,240621.1,6/21/2024,1,124,3,0,,,0.7425,ug/cm2,198,ug/L,1,,,25
6/2/2026,2023365,NRS_DE-10084,NRS23_DE_10001,DE,1,6/18/2024,2410218,287163,PESD-AL,PERIPHYTON,REGULAR,6/20/2024,240625.2,6/25/2024,1,14.5,7,0,,,0.07909,ug/cm2,23.2,ug/L,1,,,25
6/2/2026,2023366,NRS_CT-10137,NRS23_CT_10018,CT,1,6/18/2024,2410204,278703,PESD-AL,PERIPHYTON,REGULAR,6/19/2024,240621.1,6/21/2024,1,106,3,0,,,0.6375,ug/cm2,170,ug/L,1,,,25
6/2/2026,2023367,NRS_WV-10101,NRS23_WV_HP001,WV,1,6/18/2024,2410200,285143,PESD-AL,PERIPHYTON,REGULAR,6/19/2024,240621.1,6/21/2024,1,656,3,0,,,3.938,ug/cm2,1050,ug/L,1,,,25
6/2/2026,2023368,NRS_OR-10696,NRS23_OR_10035,OR,1,6/18/2024,2410220,270583,PESD-AL,PERIPHYTON,REGULAR,6/20/2024,240625.2,6/25/2024,1,372,7,0,,,2.231,ug/cm2,595,ug/L,1,,,25
6/2/2026,2023369,NRS_ND-10499,NRS23_ND_10080,ND,1,6/18/2024,2410202,265803,PESD-AL,PERIPHYTON,REGULAR,6/19/2024,240621.1,6/21/2024,1,1.95,3,0,,,0.0585,ug/cm2,15.6,ug/L,1,,,5
6/2/2026,2023370,NRS_OK-10307,NRS23_OK_10165,OK,1,6/18/2024,,275623,ODEQ,PERIPHYTON,REGULAR,6/20/2024,6/18/2024,6/18/2024,,10,0,,,,2.886,ug/cm2,769.6,ug/L,0.5,,,20
6/2/2026,2023371,NRS_GA-10195,NRS23_GA_10027,GA,1,6/18/2024,2410198,261823,PESD-AL,PERIPHYTON,REGULAR,6/19/2024,240621.1,6/21/2024,1,320,3,0,,,1.92,ug/cm2,512,ug/L,1,,,25
6/2/2026,2023372,NRS_NC-10152,NRS23_NC_10009,NC,1,6/18/2024,2410209,273523,PESD-AL,PERIPHYTON,REGULAR,6/19/2024,240621.1,6/21/2024,1,97.4,3,0,,,0.585,ug/cm2,156,ug/L,1,,,25
6/2/2026,2023373,NRS_OH-10105,NRS23_OH_10010,OH,1,6/18/2024,2410228,287003,PESD-AL,PERIPHYTON,REGULAR,6/20/2024,240625.2,6/25/2024,1,208,7,0,,,1.249,ug/cm2,333,ug/L,1,,,25
6/2/2026,2023374,NRS_MS-10263,NRS23_MS_10113,MS,1,6/18/2024,2410219,287523,PESD-AL,PERIPHYTON,REGULAR,6/20/2024,240625.2,6/25/2024,1,297,7,0,,,1.781,ug/cm2,475,ug/L,1,,,25
6/2/2026,2023375,NRS_TX-10340,NRS23_TX_10098,TX,1,6/18/2024,2410224,271063,PESD-AL,PERIPHYTON,REGULAR,6/20/2024,240625.2,6/25/2024,1,221,7,0,,,1.328,ug/cm2,354,ug/L,1,,,25
6/2/2026,2023376,NRS_UT-10439,NRS23_UT_10098,UT,1,6/18/2024,2410230,263283,PESD-AL,PERIPHYTON,REGULAR,6/20/2024,240625.2,6/25/2024,1,148,7,0,,,0.8888,ug/cm2,237,ug/L,1,,,25
6/2/2026,2023377,NRS_CO-10449,NRS23_CO_10101,CO,1,6/18/2024,2410201,286043,PESD-AL,PERIPHYTON,REGULAR,6/19/2024,240621.1,6/21/2024,1,212,3,0,,,1.271,ug/cm2,339,ug/L,1,,,25
6/2/2026,2023378,NRS_TN-10137,NRS23_TN_10001,TN,1,6/19/2024,2410212,273283,PESD-AL,PERIPHYTON,REGULAR,6/20/2024,240625.2,6/25/2024,1,31.8,6,0,,,0.1909,ug/cm2,50.9,ug/L,1,,,25
6/2/2026,2023379,NRS_CT-10133,NRS23_CT_10014,CT,1,6/19/2024,2410227,258843,PESD-AL,PERIPHYTON,REGULAR,6/20/2024,240625.2,6/25/2024,1,452,6,0,,,2.711,ug/cm2,723,ug/L,1,,,25
6/2/2026,2023380,NRS_WI-10298,NRS23_WI_10067,WI,1,6/19/2024,2410213,275523,PESD-AL,PERIPHYTON,REGULAR,6/20/2024,240625.2,6/25/2024,1,158,6,0,,,0.9488,ug/cm2,253,ug/L,1,,,25
6/2/2026,2023381,NRS_MA-10119,NRS23_MA_10019,MA,1,6/19/2024,2410215,264623,PESD-AL,PERIPHYTON,REGULAR,6/20/2024,240625.2,6/25/2024,1,139,6,0,,,0.8325,ug/cm2,222,ug/L,1,,,25
6/2/2026,2023382,NRS_NY-10333,NRS23_NY_10217,NY,1,6/19/2024,2410214,287923,PESD-AL,PERIPHYTON,REGULAR,6/20/2024,240625.2,6/25/2024,1,39.3,6,0,,,0.2359,ug/cm2,62.9,ug/L,1,,,25
6/2/2026,2023383,NRS_FL-10220,NRS23_FL_10015,FL,1,6/18/2024,2410211,286083,PESD-AL,PERIPHYTON,REGULAR,6/20/2024,240625.2,6/25/2024,1,98.3,7,0,,,0.5888,ug/cm2,157,ug/L,1,,,25
6/2/2026,2023384,NRS_OK-10280,NRS23_OK_10112,OK,1,6/19/2024,,275643,ODEQ,PERIPHYTON,REGULAR,6/20/2024,6/19/2024,6/19/2024,,10,0,,,,2.874,ug/cm2,766.4,ug/L,0.5,,,20
6/2/2026,2023385,NRS_MN-10293,NRS23_MN_10128,MN,1,6/19/2024,2410216,285663,PESD-AL,PERIPHYTON,REGULAR,6/20/2024,240625.2,6/25/2024,1,71.3,6,0,,,0.4275,ug/cm2,114,ug/L,1,,,25
6/2/2026,2023386,NRS_ID-10427,NRS23_ID_10120,ID,1,6/18/2024,2410240,285383,PESD-AL,PERIPHYTON,REGULAR,6/21/2024,240625.2,6/25/2024,1,49.8,7,0,S,,0.2989,ug/cm2,79.7,ug/L,1,S,,25
6/2/2026,2023387,NRS_WY-10667,NRS23_WY_10036,WY,1,6/18/2024,2410234,271643,PESD-AL,PERIPHYTON,REGULAR,6/21/2024,240625.2,6/25/2024,1,157,7,0,S,,0.9412,ug/cm2,251,ug/L,1,S,,25
6/2/2026,2023388,NRS_AR-10303,NRS23_AR_10101,AR,1,6/19/2024,2410232,273923,PESD-AL,PERIPHYTON,REGULAR,6/21/2024,240625.2,6/25/2024,1,11.5,6,0,,,0.069,ug/cm2,18.4,ug/L,1,,,25
6/2/2026,2023389,NRS_MI-10281,NRS23_MI_10172,MI,1,6/19/2024,2410242,271903,PESD-AL,PERIPHYTON,REGULAR,6/21/2024,240625.2,6/25/2024,1,240,6,0,,,1.44,ug/cm2,384,ug/L,1,,,25
6/2/2026,2023390,NRS_ND-10487,NRS23_ND_10068,ND,1,6/19/2024,2410221,264023,PESD-AL,PERIPHYTON,REGULAR,6/20/2024,240625.2,6/25/2024,1,76.2,6,0,,,0.4575,ug/cm2,122,ug/L,1,,,25
6/2/2026,2023391,NRS_MN-10202,NRS23_MN_10019,MN,1,6/19/2024,2410235,278823,PESD-AL,PERIPHYTON,REGULAR,6/21/2024,240625.2,6/25/2024,1,17.8,6,0,,,0.1069,ug/cm2,28.5,ug/L,1,,,25
6/2/2026,2023392,NRS_NC-10499,NRS23_NC_10367,NC,1,6/19/2024,2410222,272683,PESD-AL,PERIPHYTON,REGULAR,6/20/2024,240625.2,6/25/2024,1,116,6,0,,,0.6975,ug/cm2,186,ug/L,1,,,25
6/2/2026,2023393,NRS_GA-10177,NRS23_GA_10015,GA,1,6/19/2024,2410241,270983,PESD-AL,PERIPHYTON,REGULAR,6/21/2024,240625.2,6/25/2024,1,587,6,0,,,3.521,ug/cm2,939,ug/L,1,,,25
6/2/2026,2023394,NRS_TX-10348,NRS23_TX_10104,TX,1,6/19/2024,2410223,264063,PESD-AL,PERIPHYTON,REGULAR,6/20/2024,240625.2,6/25/2024,1,362,6,0,,,2.171,ug/cm2,579,ug/L,1,,,25
6/2/2026,2023396,NRS_OH-10119,NRS23_OH_10021,OH,1,6/19/2024,2410238,287043,PESD-AL,PERIPHYTON,REGULAR,6/21/2024,240625.2,6/25/2024,9,1400,6,0,,,8.438,ug/cm2,2250,ug/L,9,,,25
6/2/2026,2023397,NRS_OH-10137,NRS23_OH_10066,OH,1,6/19/2024,2410239,286903,PESD-AL,PERIPHYTON,REGULAR,6/21/2024,240625.2,6/25/2024,1,158,6,0,,,0.9488,ug/cm2,253,ug/L,1,,,25
6/2/2026,2023398,NRS_CT-10138,NRS23_CT_10019,CT,1,6/20/2024,2410237,278763,PESD-AL,PERIPHYTON,REGULAR,6/21/2024,240625.1,6/25/2024,1,275,5,0,,,1.65,ug/cm2,440,ug/L,1,,,25
6/2/2026,2023399,NRS_SD-10880,NRS23_SD_10440,SD,1,6/19/2024,2410231,285203,PESD-AL,PERIPHYTON,REGULAR,6/21/2024,240625.2,6/25/2024,1,74.3,6,0,,,0.4462,ug/cm2,119,ug/L,1,,,25
6/2/2026,2023400,NRS_NH-10123,NRS23_NH_10001,NH,1,6/20/2024,2410244,282363,PESD-AL,PERIPHYTON,REGULAR,6/21/2024,240625.2,6/25/2024,1,64.2,5,0,,,0.3862,ug/cm2,103,ug/L,1,,,25
6/2/2026,2023401,NRS_DE-10093,NRS23_DE_10006,DE,1,6/17/2024,2410217,287143,PESD-AL,PERIPHYTON,REGULAR,6/20/2024,240625.2,6/25/2024,1,202,8,0,S,,1.101,ug/cm2,323,ug/L,1,S,,25
6/2/2026,2023402,NRS_NE-10344,NRS23_NE_10186,NE,1,6/20/2024,2410236,285843,PESD-AL,PERIPHYTON,REGULAR,6/21/2024,240625.2,6/25/2024,1,121,5,0,,,3.63,ug/cm2,968,ug/L,1,,,5
6/2/2026,2023403,NRS_TN-10191,NRS23_TN_10053,TN,1,6/20/2024,2410249,273023,PESD-AL,PERIPHYTON,REGULAR,6/22/2024,240625.2,6/25/2024,1,310,5,0,,,1.86,ug/cm2,496,ug/L,1,,,25
6/2/2026,2023404,NRS_MA-10137,NRS23_MA_10061,MA,1,6/20/2024,2410259,274343,PESD-AL,PERIPHYTON,REGULAR,6/24/2024,240628.1,6/28/2024,1,66,8,0,S,,0.3975,ug/cm2,106,ug/L,1,S,,25
6/2/2026,2023405,NRS_MN-10279,NRS23_MN_10103,MN,1,6/20/2024,2410243,265283,PESD-AL,PERIPHYTON,REGULAR,6/21/2024,240625.2,6/25/2024,1,198,5,0,,,1.189,ug/cm2,317,ug/L,1,,,25
6/2/2026,2023406,NRS_MN-10198,NRS23_MN_10080,MN,1,7/22/2024,2410564,280343,PESD-AL,PERIPHYTON,REGULAR,7/24/2024,240729.1,7/29/2024,1,335,7,0,,,2.01,ug/cm2,536,ug/L,1,,,25
6/2/2026,2023407,NRS_MI-10149,NRS23_MI_10023,MI,1,6/20/2024,2410257,262643,PESD-AL,PERIPHYTON,REGULAR,6/22/2024,240628.1,6/28/2024,1,123,8,0,,,0.7388,ug/cm2,197,ug/L,1,,,25
6/2/2026,2023408,NRS_MD-10097,NRS23_MD_10034,MD,1,6/20/2024,2410255,285023,PESD-AL,PERIPHYTON,REGULAR,6/22/2024,240625.2,6/25/2024,1,174,5,0,,,1.042,ug/cm2,278,ug/L,1,,,25
6/2/2026,2023409,NRS_OH-10142,NRS23_OH_10089,OH,1,6/20/2024,2410253,287023,PESD-AL,PERIPHYTON,REGULAR,6/22/2024,240625.2,6/25/2024,1,237,5,0,,,1.421,ug/cm2,379,ug/L,1,,,25
6/2/2026,2023410,NRS_NM-10153,NRS23_NM_10001,NM,2,6/20/2024,2410248,285983,PESD-AL,PERIPHYTON,REGULAR,6/22/2024,240625.2,6/25/2024,1,234,5,0,,,1.402,ug/cm2,374,ug/L,1,,,25
6/2/2026,2023411,NRS_CO-10562,NRS23_CO_10227,CO,1,6/19/2024,2410233,286123,PESD-AL,PERIPHYTON,REGULAR,6/21/2024,240625.2,6/25/2024,1,99.5,6,0,,,0.5962,ug/cm2,159,ug/L,1,,,25
6/2/2026,2023412,NRS_TX-10614,NRS23_TX_10421,TX,1,6/20/2024,2410258,271043,PESD-AL,PERIPHYTON,REGULAR,6/22/2024,240628.1,6/28/2024,1,56.9,8,0,,,0.3412,ug/cm2,91,ug/L,1,,,25
6/2/2026,2023413,NRS_AR-10298,NRS23_AR_10096,AR,1,6/20/2024,2410251,270323,PESD-AL,PERIPHYTON,REGULAR,6/22/2024,240625.2,6/25/2024,1,69.5,5,0,,,0.4162,ug/cm2,111,ug/L,1,,,25
6/2/2026,2023414,NRS_FL-10252,NRS23_FL_10072,FL,1,6/20/2024,2410256,286343,PESD-AL,PERIPHYTON,REGULAR,6/22/2024,240625.2,6/25/2024,1,55.7,5,0,,,0.3341,ug/cm2,89.1,ug/L,1,,,25
6/2/2026,2023415,NRS_CT-10134,NRS23_CT_10015,CT,1,6/21/2024,2410252,278683,PESD-AL,PERIPHYTON,REGULAR,6/22/2024,240625.2,6/25/2024,1,224,4,0,,,1.342,ug/cm2,358,ug/L,1,,,25
6/2/2026,2023416,NRS_MI-10138,NRS23_MI_10018,MI,2,6/21/2024,2410250,264923,PESD-AL,PERIPHYTON,REGULAR,6/22/2024,240625.2,6/25/2024,1,662,4,0,,,3.975,ug/cm2,1060,ug/L,1,,,25
6/2/2026,2023417,NRS_MN-10257,NRS23_MN_10050,MN,1,6/21/2024,2410246,273943,PESD-AL,PERIPHYTON,REGULAR,6/22/2024,240625.2,6/25/2024,1,450,4,0,,,2.7,ug/cm2,720,ug/L,1,,,25
6/2/2026,2023418,NRS_MN-10200,NRS23_MN_10017,MN,1,6/20/2024,2410247,278843,PESD-AL,PERIPHYTON,REGULAR,6/22/2024,240625.2,6/25/2024,1,142,5,0,,,0.8512,ug/cm2,227,ug/L,1,,,25
6/2/2026,2023419,NRS_CO-10481,NRS23_CO_10138,CO,1,6/20/2024,2410245,286003,PESD-AL,PERIPHYTON,REGULAR,6/22/2024,240625.2,6/25/2024,1,368,5,0,,,2.209,ug/cm2,589,ug/L,1,,,25
6/2/2026,2023420,NRS_NM-10408,NRS23_NM_10263,NM,1,6/21/2024,2410254,286103,PESD-AL,PERIPHYTON,REGULAR,6/22/2024,240625.2,6/25/2024,1,279,4,0,,,1.672,ug/cm2,446,ug/L,1,,,25
6/2/2026,2023421,NRS_CT-10136,NRS23_CT_10017,CT,1,6/23/2024,2410264,273723,PESD-AL,PERIPHYTON,REGULAR,6/25/2024,240628.1,6/28/2024,1,161,5,0,,,0.9675,ug/cm2,258,ug/L,1,,,25
6/2/2026,2023422,NRS_MN-10193,NRS23_MN_10014,MN,1,6/23/2024,2410260,275283,PESD-AL,PERIPHYTON,REGULAR,6/25/2024,240628.1,6/28/2024,1,697,5,0,,,4.2,ug/cm2,1120,ug/L,1,,,25
6/2/2026,2023423,NRS_MN-10203,NRS23_MN_10020,MN,1,6/23/2024,2410261,273143,PESD-AL,PERIPHYTON,REGULAR,6/25/2024,240628.1,6/28/2024,1,629,5,0,,,3.788,ug/cm2,1010,ug/L,1,,,25
6/2/2026,2023424,NRS_MN-10253,NRS23_MN_10046,MN,1,6/23/2024,2410262,273063,PESD-AL,PERIPHYTON,REGULAR,6/25/2024,240628.1,6/28/2024,1,114,5,0,,,0.6825,ug/cm2,182,ug/L,1,,,25
6/2/2026,2023425,NRS_MN-10274,NRS23_MN_10098,MN,1,6/24/2024,2410270,285643,PESD-AL,PERIPHYTON,REGULAR,6/26/2024,240628.1,6/28/2024,9,4480,4,0,,,26.89,ug/cm2,7170,ug/L,9,,,25
6/2/2026,2023426,NRS_NV-10477,NRS23_NV_10004,NV,2,6/24/2024,2410279,231923,PESD-AL,PERIPHYTON,REGULAR,6/26/2024,240628.1,6/28/2024,1,116,4,0,,,0.6975,ug/cm2,186,ug/L,1,,,25
6/2/2026,2023428,NRS_RI-10073,NRS23_RI_10005,RI,2,6/24/2024,2410263,273203,PESD-AL,PERIPHYTON,REGULAR,6/25/2024,240628.1,6/28/2024,1,163,4,0,,,0.9788,ug/cm2,261,ug/L,1,,,25
