PUBLICATION_DATE,UID,SAMPLE_TYPE,SITE_ID,DATE_COL,VISIT_NO,PSTL_CODE,UNIQUE_ID,LAB,MATRIX,SAM_CODE,ANALYTE,BATCH_ID,SAMPLE_ID,LAB_SAMPLE_ID,DATE_ANALYZED,DATE_RECEIVED,HOLDING_TIME,HOLDING_TIME_UNITS,RESULT_VOL,RESULT_VOL_UNITS,RESULT,RESULT_UNITS,VOLUME_FILTERED,VOLUME_FILTERED_UNITS,RL,RL_UNITS,EXTRACT,EXTRACT_UNITS,QA_FLAG,NARS_FLAG,NARS_COMMENT
6/1/2026,2023001,PBIO,NRS23_NE_10013,9/20/2023,2,NE,NRS_NE-10170,PESD-AL,PERIPHYTON,REGULAR,AFDM,240304.2,262022,2310991,3/4/2024,9/22/2023,166,days,5200,mg/L,19.5,mg/cm2,5,mL,1,mg,26,mg,,,
6/1/2026,2023002,PBIO,NRS23_AZ_10114,9/20/2023,1,AZ,NRS_AZ-11322,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.1,263122,2310997,3/11/2024,9/22/2023,173,days,436,mg/L,1.635,mg/cm2,25,mL,1,mg,10.9,mg,,,
6/1/2026,2023003,PBIO,NRS23_SC_10007,9/20/2023,2,SC,NRS_SC-10085,PESD-AL,PERIPHYTON,REGULAR,AFDM,240304.2,240022,2310986,3/4/2024,9/22/2023,166,days,701,mg/L,2.629,mg/cm2,25,mL,1,mg,17.5,mg,,,
6/1/2026,2023004,PBIO,NRS23_OH_10015,9/20/2023,1,OH,NRS_OH-10111,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.1,261282,2311001,3/11/2024,9/23/2023,173,days,338,mg/L,1.268,mg/cm2,25,mL,1,mg,8.5,mg,,S,
6/1/2026,2023005,PBIO,NRS23_DE_10003,9/20/2023,2,DE,NRS_DE-10089,PESD-AL,PERIPHYTON,REGULAR,AFDM,240304.2,246982,2310988,3/4/2024,9/22/2023,166,days,350,mg/L,1.193,mg/cm2,25,mL,1,mg,8.7,mg,,,
6/1/2026,2023006,PBIO,NRS23_VA_2156,9/21/2023,1,VA,NRS_VA-10174,PESD-AL,PERIPHYTON,REGULAR,AFDM,240304.2,262142,2310992,3/4/2024,9/22/2023,165,days,246,mg/L,0.9225,mg/cm2,25,mL,1,mg,6.2,mg,,,
6/1/2026,2023008,PBIO,NRS23_MI_10100,9/21/2023,1,MI,NRS_MI-10224,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.1,262342,2310998,3/11/2024,9/22/2023,172,days,1110,mg/L,4.163,mg/cm2,25,mL,1,mg,27.8,mg,,,
6/1/2026,2023010,PBIO,NRS23_AZ_10065,9/21/2023,1,AZ,NRS_AZ-10737,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.1,252362,2311003,3/11/2024,9/25/2023,172,days,590,mg/L,2.212,mg/cm2,25,mL,1,mg,14.8,mg,,S,
6/1/2026,2023011,PBIO,NRS23_AZ_10073,9/20/2023,1,AZ,NRS_AZ-11294,PESD-AL,PERIPHYTON,REGULAR,AFDM,240304.2,261642,2310987,3/4/2024,9/22/2023,166,days,202,mg/L,0.7575,mg/cm2,25,mL,1,mg,5,mg,,,
6/1/2026,2023013,PBIO,NRS23_AZ_10054,9/21/2023,1,AZ,NRS_AZ-10740,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.1,263922,2310996,3/11/2024,9/22/2023,172,days,205,mg/L,0.7687,mg/cm2,25,mL,1,mg,5.1,mg,,,
6/1/2026,2023014,PBIO,NRS23_OH_10025,9/21/2023,1,OH,NRS_OH-10123,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.1,261262,2311002,3/11/2024,9/23/2023,172,days,480,mg/L,1.8,mg/cm2,25,mL,1,mg,12,mg,,,
6/1/2026,2023015,PBIO,NRS23_ME_10055,9/22/2023,1,ME,NRS_ME-10366,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.1,238982,2310999,3/11/2024,9/23/2023,171,days,256,mg/L,0.96,mg/cm2,25,mL,1,mg,6.4,mg,,,
6/1/2026,2023016,PBIO,NRS23_MI_10076,9/22/2023,1,MI,NRS_MI-10164,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.1,264342,2311000,3/11/2024,9/23/2023,171,days,412,mg/L,1.545,mg/cm2,25,mL,1,mg,10.3,mg,,,
6/1/2026,2023018,PBIO,NRS23_ME_10065,9/24/2023,1,ME,NRS_ME-10376,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.1,258742,2311004,3/11/2024,9/26/2023,169,days,358,mg/L,1.342,mg/cm2,25,mL,1,mg,9,mg,,,
6/1/2026,2023019,PBIO,NRS23_MI_10063,9/24/2023,1,MI,NRS_MI-10201,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.1,264362,2311011,3/11/2024,9/26/2023,169,days,3750,mg/L,14.06,mg/cm2,25,mL,1,mg,93.7,mg,,,
6/1/2026,2023020,PBIO,NRS23_CA_HP006,9/24/2023,1,CA,NRS_CA-11341,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.1,264282,2311009,3/11/2024,9/26/2023,169,days,93.6,mg/L,0.351,mg/cm2,25,mL,1,mg,2.3,mg,,,
6/1/2026,2023021,PBIO,NRS23_PA_10030,9/25/2023,1,PA,NRS_PA-10149,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.1,253182,2311007,3/11/2024,9/26/2023,168,days,325,mg/L,1.219,mg/cm2,25,mL,1,mg,8.1,mg,,,
6/1/2026,2023022,PBIO,NRS23_ID_HP002,9/24/2023,1,ID,NRS_ID-10228,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.1,263642,2311008,3/11/2024,9/26/2023,169,days,249,mg/L,0.9338,mg/cm2,25,mL,1,mg,6.2,mg,,,
6/1/2026,2023023,PBIO,NRS23_ID_10122,9/24/2023,1,ID,NRS_ID-10478,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.1,262962,2311010,3/11/2024,9/26/2023,169,days,170,mg/L,0.6375,mg/cm2,25,mL,1,mg,4.3,mg,,,
6/1/2026,2023024,PBIO,NRS23_ME_10076,9/25/2023,1,ME,NRS_ME-10380,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.2,247542,2311022,3/11/2024,9/28/2023,168,days,310,mg/L,1.162,mg/cm2,25,mL,1,mg,7.7,mg,,S,
6/1/2026,2023025,PBIO,NRS23_NE_10105,9/25/2023,1,NE,NRS_NE-10186,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.2,232702,2311018,3/11/2024,9/27/2023,168,days,264,mg/L,0.99,mg/cm2,10,mL,1,mg,2.6,mg,,,
6/1/2026,2023026,PBIO,NRS23_WI_10158,9/25/2023,1,WI,NRS_WI-10337,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.1,262782,2311006,3/11/2024,9/26/2023,168,days,129,mg/L,0.4838,mg/cm2,25,mL,1,mg,3.2,mg,,,
6/1/2026,2023027,PBIO,NRS23_MI_10052,9/25/2023,1,MI,NRS_MI-10190,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.1,244162,2311005,3/11/2024,9/26/2023,168,days,313,mg/L,1.174,mg/cm2,25,mL,1,mg,7.8,mg,,,
6/1/2026,2023028,PBIO,NRS23_KS_10003,9/25/2023,2,KS,NRS_KS-10196,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.2,262482,2311013,3/11/2024,9/27/2023,168,days,460,mg/L,1.725,mg/cm2,25,mL,1,mg,11.5,mg,,,
6/1/2026,2023029,PBIO,NRS23_TX_10065,9/25/2023,1,TX,NRS_TX-10483,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.2,261022,2311014,3/11/2024,9/27/2023,168,days,540,mg/L,2.025,mg/cm2,25,mL,1,mg,13.5,mg,,,
6/1/2026,2023030,PBIO,NRS23_IA_10014,9/25/2023,1,IA,NRS_IA-10149,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.2,248122,2311015,3/11/2024,9/27/2023,168,days,756,mg/L,2.835,mg/cm2,10,mL,1,mg,7.6,mg,,,
6/1/2026,2023031,PBIO,NRS23_PA_10044,9/26/2023,1,PA,NRS_PA-10121,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.2,253342,2311017,3/11/2024,9/27/2023,167,days,356,mg/L,1.335,mg/cm2,25,mL,1,mg,8.9,mg,,,
6/1/2026,2023032,PBIO,NRS23_CA_HP001,9/26/2023,1,CA,NRS_CA-10808,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.2,264262,2311026,3/11/2024,9/28/2023,167,days,72.4,mg/L,0.2715,mg/cm2,25,mL,1,mg,1.8,mg,,,
6/1/2026,2023033,PBIO,NRS23_WI_10165,9/26/2023,1,WI,NRS_WI-10344,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.2,260262,2311016,3/11/2024,9/27/2023,167,days,536,mg/L,2.01,mg/cm2,25,mL,1,mg,13.4,mg,,,
6/1/2026,2023034,PBIO,NRS23_MN_HP005,9/26/2023,1,MN,NRS_MN-10306,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.2,241522,2311019,3/11/2024,9/28/2023,167,days,272,mg/L,1.01,mg/cm2,25,mL,1,mg,6.8,mg,,,
6/1/2026,2023035,PBIO,NRS23_WI_10159,9/27/2023,1,WI,NRS_WI-10338,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.2,260242,2311024,3/11/2024,9/28/2023,166,days,288,mg/L,1.08,mg/cm2,25,mL,1,mg,7.2,mg,,,
6/1/2026,2023036,PBIO,NRS23_IL_10112,9/26/2023,1,IL,NRS_IL-10220,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.1,259742,2311012,3/11/2024,9/27/2023,167,days,529,mg/L,1.984,mg/cm2,25,mL,1,mg,13.2,mg,,,
6/1/2026,2023037,PBIO,NRS23_IL_10053,9/27/2023,1,IL,NRS_IL-10138,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.2,259562,2311021,3/11/2024,9/28/2023,166,days,261,mg/L,0.9787,mg/cm2,25,mL,1,mg,6.5,mg,,,
6/1/2026,2023038,PBIO,NRS23_OR_10016,9/27/2023,1,OR,NRS_OR-10672,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.2,261942,2311030,3/11/2024,9/29/2023,166,days,144,mg/L,0.54,mg/cm2,25,mL,1,mg,3.6,mg,,,
6/1/2026,2023039,PBIO,NRS23_CA_HP005,9/26/2023,1,CA,NRS_CA-11212,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.2,264202,2311027,3/11/2024,9/28/2023,167,days,125,mg/L,0.4688,mg/cm2,25,mL,1,mg,3.1,mg,,,
6/1/2026,2023040,PBIO,NRS23_CA_HP002,9/27/2023,1,CA,NRS_CA-10816,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.2,264242,2311032,3/11/2024,9/29/2023,166,days,706,mg/L,2.648,mg/cm2,25,mL,1,mg,17.7,mg,,,
6/1/2026,2023041,PBIO,NRS23_MD_10070,9/27/2023,1,MD,NRS_MD-10120,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.2,260582,2311029,3/11/2024,9/29/2023,166,days,324,mg/L,1.215,mg/cm2,25,mL,1,mg,8.1,mg,,,
6/1/2026,2023042,PBIO,NRS23_WY_10298,9/26/2023,1,WY,NRS_WY-10705,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.2,241222,2311020,3/11/2024,9/28/2023,167,days,215,mg/L,0.8062,mg/cm2,25,mL,1,mg,5.4,mg,,,
6/1/2026,2023043,PBIO,NRS23_TX_10062,9/27/2023,1,TX,NRS_TX-10480,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.2,231862,2311028,3/11/2024,9/29/2023,166,days,212,mg/L,0.795,mg/cm2,25,mL,1,mg,5.3,mg,,,
6/1/2026,2023044,PBIO,NRS23_WI_10163,9/28/2023,1,WI,NRS_WI-10342,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.3,262742,2311033,3/11/2024,9/29/2023,165,days,7.2,mg/L,0.0297,mg/cm2,25,mL,1,mg,0.2,mg,LRL,L,
6/1/2026,2023045,PBIO,NRS23_ND_10088,9/27/2023,1,ND,NRS_ND-10501,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.3,264182,2311036,3/11/2024,10/2/2023,166,days,525,mg/L,1.969,mg/cm2,25,mL,1,mg,13.1,mg,,S,
6/1/2026,2023046,PBIO,NRS23_NE_10014,9/28/2023,2,NE,NRS_NE-10171,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.3,262102,2311034,3/11/2024,9/29/2023,165,days,388,mg/L,1.455,mg/cm2,5,mL,1,mg,1.9,mg,,,
6/1/2026,2023047,PBIO,NRS23_OR_HP001,9/27/2023,1,OR,NRS_OR-10487,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.2,263682,2311031,3/11/2024,9/29/2023,166,days,127,mg/L,0.4762,mg/cm2,25,mL,1,mg,3.2,mg,,,
6/1/2026,2023048,PBIO,NRS23_OR_HP002,9/26/2023,1,OR,NRS_OR-10509,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.2,262902,2311025,3/11/2024,9/28/2023,167,days,171,mg/L,0.6412,mg/cm2,25,mL,1,mg,4.3,mg,,,
6/1/2026,2023049,PBIO,NRS23_KY_10012,9/28/2023,1,KY,NRS_KY-10110,PESD-AL,PERIPHYTON,REGULAR,AFDM,240311.3,259802,2311035,3/11/2024,9/30/2023,165,days,426,mg/L,1.598,mg/cm2,25,mL,1,mg,10.7,mg,,,
6/1/2026,2023072,PBIO,NRS23_NM_10191,4/16/2024,1,NM,NRS_NM-10172,PESD-AL,PERIPHYTON,REGULAR,AFDM,241010.1,273902,2410003,10/10/2024,4/18/2024,177,days,384,mg/L,1.44,mg/cm2,25,mL,1,mg,9.6,mg,,,
6/1/2026,2023074,PBIO,NRS23_NM_10005,4/16/2024,1,NM,NRS_NM-10159,PESD-AL,PERIPHYTON,REGULAR,AFDM,241010.1,234382,2410009,10/10/2024,4/22/2024,177,days,400,mg/L,1.5,mg/cm2,25,mL,1,mg,10,mg,,S,
6/1/2026,2023076,PBIO,NRS23_NM_10122,4/17/2024,1,NM,NRS_NM-10245,PESD-AL,PERIPHYTON,REGULAR,AFDM,241010.1,264982,2410010,10/10/2024,4/22/2024,176,days,160,mg/L,0.6,mg/cm2,25,mL,1,mg,4,mg,,S,
6/1/2026,2023078,PBIO,NRS23_NM_10020,4/17/2024,1,NM,NRS_NM-10395,PESD-AL,PERIPHYTON,REGULAR,AFDM,241010.1,273382,2410004,10/10/2024,4/19/2024,176,days,324,mg/L,1.215,mg/cm2,25,mL,1,mg,8.1,mg,,,
6/1/2026,2023079,PBIO,NRS23_NM_10120,4/18/2024,1,NM,NRS_NM-10242,PESD-AL,PERIPHYTON,REGULAR,AFDM,241010.1,271942,2410006,10/10/2024,4/20/2024,175,days,280,mg/L,1.05,mg/cm2,25,mL,1,mg,7,mg,,,
6/1/2026,2023080,PBIO,NRS23_NM_10002,4/18/2024,1,NM,NRS_NM-10154,PESD-AL,PERIPHYTON,REGULAR,AFDM,241010.1,273982,2410007,10/10/2024,4/20/2024,175,days,377,mg/L,1.414,mg/cm2,25,mL,1,mg,9.4,mg,,,
6/1/2026,2023082,PBIO,NRS23_NM_10194,6/23/2024,1,NM,NRS_NM-10281,PESD-AL,PERIPHYTON,REGULAR,AFDM,241202.1,286162,2410265,12/2/2024,6/26/2024,162,days,112,mg/L,0.42,mg/cm2,25,mL,1,mg,2.8,mg,,S,
6/1/2026,2023083,PBIO,NRS23_NM_10195,6/23/2024,1,NM,NRS_NM-10297,PESD-AL,PERIPHYTON,REGULAR,AFDM,241202.1,286282,2410266,12/2/2024,6/26/2024,162,days,80,mg/L,0.3,mg/cm2,25,mL,1,mg,2,mg,,S,
6/1/2026,2023085,PBIO,NRS23_NM_10269,4/21/2024,1,NM,NRS_NM-10414,PESD-AL,PERIPHYTON,REGULAR,AFDM,241010.1,273402,2410012,10/10/2024,4/23/2024,172,days,184,mg/L,0.69,mg/cm2,25,mL,1,mg,4.6,mg,,,
6/1/2026,2023086,PBIO,NRS23_NM_10008,4/22/2024,1,NM,NRS_NM-10167,PESD-AL,PERIPHYTON,REGULAR,AFDM,241010.1,237022,2410013,10/10/2024,4/24/2024,171,days,688,mg/L,,,25,mL,1,mg,17.2,mg,,NR,
6/1/2026,2023087,PBIO,NRS23_AZ_10010,4/22/2024,1,AZ,NRS_AZ-10695,PESD-AL,PERIPHYTON,REGULAR,AFDM,241010.1,274482,2410015,10/10/2024,4/24/2024,171,days,44,mg/L,0.165,mg/cm2,25,mL,1,mg,1.1,mg,,,
6/1/2026,2023088,PBIO,NRS23_NM_10294,4/22/2024,1,NM,NRS_NM-10435,PESD-AL,PERIPHYTON,REGULAR,AFDM,241010.1,273422,2410014,10/10/2024,4/24/2024,171,days,404,mg/L,1.515,mg/cm2,25,mL,1,mg,10.1,mg,,,
6/1/2026,2023096,PBIO,NRS23_NM_10198,4/25/2024,1,NM,NRS_NM-10323,PESD-AL,PERIPHYTON,REGULAR,AFDM,241010.1,233682,2410020,10/10/2024,4/27/2024,168,days,472,mg/L,1.77,mg/cm2,25,mL,1,mg,11.8,mg,,,
6/1/2026,2023099,PBIO,NRS23_NM_10080,4/25/2024,1,NM,NRS_NM-10227,PESD-AL,PERIPHYTON,REGULAR,AFDM,241010.1,264962,2410017,10/10/2024,4/26/2024,168,days,268,mg/L,1.005,mg/cm2,25,mL,1,mg,6.7,mg,,,
6/1/2026,2023102,PBIO,NRS23_NM_10098,4/26/2024,1,NM,NRS_NM-10326,PESD-AL,PERIPHYTON,REGULAR,AFDM,241010.1,274022,2410019,10/10/2024,4/27/2024,167,days,436,mg/L,1.635,mg/cm2,25,mL,1,mg,10.9,mg,,,
6/1/2026,2023105,PBIO,NRS23_TX_10203,4/28/2024,1,TX,NRS_TX-10373,PESD-AL,PERIPHYTON,REGULAR,AFDM,241010.2,264482,2410023,10/10/2024,4/30/2024,165,days,545,mg/L,2.044,mg/cm2,11,mL,1,mg,6,mg,,,
6/1/2026,2023107,PBIO,NRS23_NM_10271,4/28/2024,1,NM,NRS_NM-10416,PESD-AL,PERIPHYTON,REGULAR,AFDM,241010.2,274042,2410027,10/10/2024,4/30/2024,165,days,104,mg/L,0.39,mg/cm2,25,mL,1,mg,2.6,mg,,,
6/1/2026,2023108,PBIO,NRS23_AZ_10012,4/28/2024,1,AZ,NRS_AZ-10699,PESD-AL,PERIPHYTON,REGULAR,AFDM,241010.2,264422,2410026,10/10/2024,4/30/2024,165,days,260,mg/L,0.975,mg/cm2,25,mL,1,mg,6.5,mg,,,
6/1/2026,2023112,PBIO,NRS23_NM_10005,4/30/2024,2,NM,NRS_NM-10159,PESD-AL,PERIPHYTON,REGULAR,AFDM,241010.2,261902,2410029,10/10/2024,5/2/2024,163,days,300,mg/L,1.125,mg/cm2,25,mL,1,mg,7.5,mg,,,
6/1/2026,2023114,PBIO,NRS23_NM_10253,4/30/2024,1,NM,NRS_NM-10405,PESD-AL,PERIPHYTON,REGULAR,AFDM,241010.2,261922,2410031,10/10/2024,5/3/2024,163,days,340,mg/L,1.275,mg/cm2,25,mL,1,mg,8.5,mg,,S,
6/1/2026,2023115,PBIO,NRS23_AZ_10129,4/30/2024,1,AZ,NRS_AZ-11337,PESD-AL,PERIPHYTON,REGULAR,AFDM,241010.2,274522,2410030,10/10/2024,5/3/2024,163,days,200,mg/L,0.75,mg/cm2,25,mL,1,mg,5,mg,,S,
6/1/2026,2023121,PBIO,NRS23_AZ_10135,5/1/2024,1,AZ,NRS_AZ-11343,PESD-AL,PERIPHYTON,REGULAR,AFDM,241010.2,263302,2410034,10/10/2024,5/4/2024,162,days,320,mg/L,1.2,mg/cm2,25,mL,1,mg,8,mg,,S,
6/1/2026,2023126,PBIO,NRS23_NM_10191,5/2/2024,2,NM,NRS_NM-10172,PESD-AL,PERIPHYTON,REGULAR,AFDM,241010.2,273442,2410035,10/10/2024,5/4/2024,161,days,272,mg/L,1.02,mg/cm2,25,mL,1,mg,6.8,mg,,,
6/1/2026,2023131,PBIO,NRS23_NM_10008,5/7/2024,2,NM,NRS_NM-10167,PESD-AL,PERIPHYTON,REGULAR,AFDM,241010.2,236982,2410039,10/10/2024,5/9/2024,156,days,96,mg/L,0.36,mg/cm2,25,mL,1,mg,2.4,mg,,,
6/1/2026,2023132,PBIO,NRS23_AZ_10010,5/7/2024,2,AZ,NRS_AZ-10695,PESD-AL,PERIPHYTON,REGULAR,AFDM,241010.2,274422,2410041,10/10/2024,5/9/2024,156,days,188,mg/L,0.705,mg/cm2,25,mL,1,mg,4.7,mg,,,
6/1/2026,2023145,PBIO,NRS23_TX_10169,5/14/2024,1,TX,NRS_TX-10369,PESD-AL,PERIPHYTON,REGULAR,AFDM,241021.1,264582,2410044,10/21/2024,5/17/2024,160,days,236,mg/L,0.885,mg/cm2,25,mL,1,mg,5.9,mg,,S,
6/1/2026,2023150,PBIO,NRS23_TX_10259,5/15/2024,1,TX,NRS_TX-10541,PESD-AL,PERIPHYTON,REGULAR,AFDM,241021.1,238822,2410045,10/21/2024,5/17/2024,159,days,548,mg/L,2.26,mg/cm2,25,mL,1,mg,13.7,mg,,,
6/1/2026,2023152,PBIO,NRS23_TX_10053,5/19/2024,1,TX,NRS_TX-10471,PESD-AL,PERIPHYTON,REGULAR,AFDM,241021.1,272082,2410046,10/21/2024,5/21/2024,155,days,396,mg/L,1.485,mg/cm2,25,mL,1,mg,9.9,mg,,,
6/1/2026,2023155,PBIO,NRS23_KS_10162,5/21/2024,1,KS,NRS_KS-10358,PESD-AL,PERIPHYTON,REGULAR,AFDM,241021.1,275822,2410047,10/21/2024,5/22/2024,153,days,220,mg/L,0.825,mg/cm2,25,mL,1,mg,5.5,mg,,,
6/1/2026,2023161,PBIO,NRS23_KS_10202,5/22/2024,1,KS,NRS_KS-10398,PESD-AL,PERIPHYTON,REGULAR,AFDM,241021.1,275482,2410048,10/21/2024,5/24/2024,152,days,120,mg/L,0.45,mg/cm2,25,mL,1,mg,3,mg,,,
6/1/2026,2023166,PBIO,NRS23_KS_10007,5/28/2024,1,KS,NRS_KS-10200,PESD-AL,PERIPHYTON,REGULAR,AFDM,241021.1,274982,2410049,10/21/2024,5/30/2024,146,days,36,mg/L,0.135,mg/cm2,25,mL,1,mg,0.9,mg,L,L,
6/1/2026,2023168,PBIO,NRS23_KS_10063,5/29/2024,1,KS,NRS_KS-10230,PESD-AL,PERIPHYTON,REGULAR,AFDM,241021.1,275562,2410052,10/21/2024,5/31/2024,145,days,204,mg/L,0.765,mg/cm2,25,mL,1,mg,5.1,mg,,,
6/1/2026,2023169,PBIO,NRS23_WV_10006,5/29/2024,1,WV,NRS_WV-10075,PESD-AL,PERIPHYTON,REGULAR,AFDM,241021.1,274942,2410051,10/21/2024,5/31/2024,145,days,572,mg/L,2.145,mg/cm2,25,mL,1,mg,14.3,mg,,,
6/1/2026,2023170,PBIO,NRS23_TX_10073,5/29/2024,1,TX,NRS_TX-10491,PESD-AL,PERIPHYTON,REGULAR,AFDM,241021.1,264542,2410050,10/21/2024,5/31/2024,145,days,1680,mg/L,6.3,mg/cm2,25,mL,1,mg,42,mg,,,
6/1/2026,2023177,PBIO,NRS23_NY_10087,6/2/2024,1,NY,NRS_NY-10194,PESD-AL,PERIPHYTON,REGULAR,AFDM,241021.1,287782,2410056,10/21/2024,6/4/2024,141,days,660,mg/L,2.475,mg/cm2,25,mL,1,mg,16.5,mg,,,
6/1/2026,2023178,PBIO,NRS23_CO_10002,6/2/2024,1,CO,NRS_CO-10364,PESD-AL,PERIPHYTON,REGULAR,AFDM,241021.1,246902,2410054,10/21/2024,6/4/2024,141,days,456,mg/L,1.71,mg/cm2,25,mL,1,mg,11.4,mg,,,
6/1/2026,2023179,PBIO,NRS23_NY_10078,6/3/2024,1,NY,NRS_NY-10178,PESD-AL,PERIPHYTON,REGULAR,AFDM,241021.1,270942,2410057,10/21/2024,6/4/2024,140,days,160,mg/L,0.6,mg/cm2,25,mL,1,mg,4,mg,,,
6/1/2026,2023180,PBIO,NRS23_KS_10269,6/3/2024,1,KS,NRS_KS-10465,PESD-AL,PERIPHYTON,REGULAR,AFDM,241021.1,275782,2410059,10/21/2024,6/5/2024,140,days,388,mg/L,1.455,mg/cm2,25,mL,1,mg,9.7,mg,,,
6/1/2026,2023181,PBIO,NRS23_TX_10320,6/2/2024,1,TX,NRS_TX-10582,PESD-AL,PERIPHYTON,REGULAR,AFDM,241021.1,263322,2410058,10/21/2024,6/4/2024,141,days,304,mg/L,1.14,mg/cm2,25,mL,1,mg,7.6,mg,,,
6/1/2026,2023183,PBIO,NRS23_OK_10056,6/3/2024,1,OK,NRS_OK-10263,ODEQ,PERIPHYTON,REGULAR,AFDM,7/1/2024,272122,,7/1/2024,,28,days,720,mg/L,2.7,mg/cm2,20,mL,,,,,,,
6/1/2026,2023184,PBIO,NRS23_OH_10020,6/3/2024,1,OH,NRS_OH-10118,PESD-AL,PERIPHYTON,REGULAR,AFDM,241021.1,286822,2410060,10/21/2024,6/5/2024,140,days,272,mg/L,1.02,mg/cm2,25,mL,1,mg,6.8,mg,,,
6/1/2026,2023185,PBIO,NRS23_NM_10295,6/3/2024,1,NM,NRS_NM-10436,PESD-AL,PERIPHYTON,REGULAR,AFDM,241021.1,271562,2410055,10/21/2024,6/4/2024,140,days,336,mg/L,1.26,mg/cm2,25,mL,1,mg,8.4,mg,,,
6/1/2026,2023186,PBIO,NRS23_WY_10089,6/3/2024,1,WY,NRS_WY-10473,PESD-AL,PERIPHYTON,REGULAR,AFDM,241021.1,251802,2410053,10/21/2024,6/4/2024,140,days,368,mg/L,1.38,mg/cm2,25,mL,1,mg,9.2,mg,,,
6/1/2026,2023187,PBIO,NRS23_NY_10216,6/4/2024,1,NY,NRS_NY-10332,PESD-AL,PERIPHYTON,REGULAR,AFDM,241021.1,258062,2410061,10/21/2024,6/5/2024,139,days,328,mg/L,1.23,mg/cm2,25,mL,1,mg,8.2,mg,,,
6/1/2026,2023188,PBIO,NRS23_NH_10004,6/4/2024,1,NH,NRS_NH-10129,PESD-AL,PERIPHYTON,REGULAR,AFDM,241021.1,262242,2410062,10/21/2024,6/5/2024,139,days,376,mg/L,1.41,mg/cm2,25,mL,1,mg,9.4,mg,,,
6/1/2026,2023189,PBIO,NRS23_WI_10056,6/4/2024,1,WI,NRS_WI-10287,PESD-AL,PERIPHYTON,REGULAR,AFDM,241028.1,263382,2410075,10/28/2024,6/6/2024,146,days,208,mg/L,0.78,mg/cm2,25,mL,1,mg,5.2,mg,,,
6/1/2026,2023190,PBIO,NRS23_KS_10287,6/4/2024,1,KS,NRS_KS-10483,PESD-AL,PERIPHYTON,REGULAR,AFDM,241028.1,275802,2410069,10/28/2024,6/6/2024,146,days,40,mg/L,0.15,mg/cm2,25,mL,1,mg,1,mg,,,
6/1/2026,2023191,PBIO,NRS23_CA_10339,6/4/2024,1,CA,NRS_CA-11504,PESD-AL,PERIPHYTON,REGULAR,AFDM,241021.1,273342,2410063,10/21/2024,6/5/2024,139,days,512,mg/L,1.901,mg/cm2,25,mL,1,mg,12.8,mg,,,
6/1/2026,2023192,PBIO,NRS23_NM_10285,6/4/2024,1,NM,NRS_NM-10426,PESD-AL,PERIPHYTON,REGULAR,AFDM,241028.1,271722,2410065,10/28/2024,6/6/2024,146,days,204,mg/L,0.765,mg/cm2,25,mL,1,mg,5.1,mg,,,
