PUBLICATION_DATE,UID,SAMPLE_TYPE,SITE_ID,DATE_COL,VISIT_NO,PSTL_CODE,UNIQUE_ID,LAB,MATRIX,SAM_CODE,ANALYTE,BATCH_ID,SAMPLE_ID,LAB_SAMPLE_ID,DATE_ANALYZED,DATE_RECEIVED,HOLDING_TIME,HOLDING_TIME_UNITS,RESULT_VOL,RESULT_VOL_UNITS,RESULT,RESULT_UNITS,VOLUME_FILTERED,VOLUME_FILTERED_UNITS,RL,RL_UNITS,EXTRACT,EXTRACT_UNITS,QA_FLAG,NARS_FLAG,NARS_COMMENT
6/1/2026,2021885,PBIO,NRS23_AZ_10001,4/23/2023,1,AZ,NRS_AZ-10690,PESD-AL,PERIPHYTON,REGULAR,AFDM,230802.1,234602,2310002,8/2/2023,4/26/2023,101,days,9.6,mg/L,0.03636,mg/cm2,25,mL,1,mg,0.2,mg,LRL,"S,L",
6/1/2026,2021886,PBIO,NRS23_AZ_10043,4/24/2023,1,AZ,NRS_AZ-10714,PESD-AL,PERIPHYTON,REGULAR,AFDM,230802.1,234582,2310001,8/2/2023,4/26/2023,100,days,466,mg/L,1.747,mg/cm2,25,mL,1,mg,11.7,mg,,,
6/1/2026,2021888,PBIO,NRS23_AZ_10051,4/26/2023,1,AZ,NRS_AZ-10722,PESD-AL,PERIPHYTON,REGULAR,AFDM,230802.1,234522,2310003,8/2/2023,4/28/2023,98,days,965,mg/L,3.619,mg/cm2,25,mL,1,mg,24.1,mg,,,
6/1/2026,2021889,PBIO,NRS23_AZ_10058,4/27/2023,1,AZ,NRS_AZ-10731,PESD-AL,PERIPHYTON,REGULAR,AFDM,230802.1,234542,2310004,8/2/2023,4/28/2023,97,days,133,mg/L,0.4988,mg/cm2,25,mL,1,mg,3.3,mg,,,
6/1/2026,2021890,PBIO,NRS23_AZ_10050,4/30/2023,1,AZ,NRS_AZ-10721,PESD-AL,PERIPHYTON,REGULAR,AFDM,NO_RESULT,236842,,,,,,,,,,,,,,,,,NR,Invalid measurment
6/1/2026,2021893,PBIO,NRS23_AZ_10109,5/2/2023,1,AZ,NRS_AZ-11317,PESD-AL,PERIPHYTON,REGULAR,AFDM,230802.1,234662,2310006,8/2/2023,5/4/2023,92,days,252,mg/L,0.945,mg/cm2,25,mL,1,mg,6.3,mg,,,
6/1/2026,2021898,PBIO,NRS23_AZ_10057,5/3/2023,1,AZ,NRS_AZ-10730,PESD-AL,PERIPHYTON,REGULAR,AFDM,230802.1,236862,2310007,8/2/2023,5/5/2023,91,days,78.8,mg/L,0.2955,mg/cm2,25,mL,1,mg,2,mg,,,
6/1/2026,2021899,PBIO,NRS23_AZ_10119,5/7/2023,1,AZ,NRS_AZ-11327,PESD-AL,PERIPHYTON,REGULAR,AFDM,230802.1,234682,2310008,8/2/2023,5/9/2023,87,days,139,mg/L,0.5212,mg/cm2,25,mL,1,mg,3.5,mg,,,
6/1/2026,2021900,PBIO,NRS23_AZ_10001,5/8/2023,2,AZ,NRS_AZ-10690,PESD-AL,PERIPHYTON,REGULAR,AFDM,230802.1,236822,2310009,8/2/2023,5/10/2023,86,days,50.8,mg/L,0.1905,mg/cm2,25,mL,1,mg,1.3,mg,,,
6/1/2026,2021901,PBIO,NRS23_AZ_10011,5/9/2023,1,AZ,NRS_AZ-10698,PESD-AL,PERIPHYTON,REGULAR,AFDM,230802.1,234642,2310010,8/2/2023,5/11/2023,85,days,516,mg/L,1.935,mg/cm2,25,mL,1,mg,12.9,mg,,,
6/1/2026,2021908,PBIO,NRS23_AZ_10053,5/11/2023,1,AZ,NRS_AZ-10729,PESD-AL,PERIPHYTON,REGULAR,AFDM,230802.1,232242,2310011,8/2/2023,5/13/2023,83,days,95.6,mg/L,0.3585,mg/cm2,25,mL,1,mg,2.4,mg,,,
6/1/2026,2021914,PBIO,NRS23_KS_10161,5/22/2023,1,KS,NRS_KS-10357,PESD-AL,PERIPHYTON,REGULAR,AFDM,230802.1,236062,2310012,8/2/2023,5/25/2023,72,days,31.6,mg/L,0.1304,mg/cm2,25,mL,1,mg,0.8,mg,LRL,"S,L",
6/1/2026,2021920,PBIO,NRS23_OK_10104,5/30/2023,1,OK,NRS_OK-10272,ODEQ,PERIPHYTON,REGULAR,AFDM,6/29/2023,249462,OWRB-1806589-09,6/29/2023,,30,days,560,mg/L,2.1,mg/cm2,10,mL,,,,,,,
6/1/2026,2021921,PBIO,NRS23_TX_10023,5/30/2023,1,TX,NRS_TX-10290,PESD-AL,PERIPHYTON,REGULAR,AFDM,230802.1,236922,2310015,8/2/2023,6/2/2023,64,days,309,mg/L,1.159,mg/cm2,25,mL,1,mg,7.7,mg,,S,
6/1/2026,2021922,PBIO,NRS23_OK_10060,5/31/2023,1,OK,NRS_OK-10195,ODEQ,PERIPHYTON,REGULAR,AFDM,6/29/2023,249542,OWRB-1803891-09,6/29/2023,,29,days,540,mg/L,2.025,mg/cm2,20,mL,,,,,Q,Q,
6/1/2026,2021923,PBIO,NRS23_TX_10022,5/31/2023,1,TX,NRS_TX-10289,PESD-AL,PERIPHYTON,REGULAR,AFDM,230802.1,231702,2310013,8/2/2023,6/1/2023,63,days,80.8,mg/L,0.303,mg/cm2,25,mL,1,mg,2,mg,,,
6/1/2026,2021925,PBIO,NRS23_NJ_10011,6/1/2023,1,NJ,NRS_NJ-10080,PESD-AL,PERIPHYTON,REGULAR,AFDM,230802.1,240142,2310014,8/2/2023,6/2/2023,62,days,669,mg/L,2.534,mg/cm2,25,mL,1,mg,16.7,mg,,,
6/1/2026,2021927,PBIO,NRS23_KY_10019,6/1/2023,1,KY,NRS_KY-10126,PESD-AL,PERIPHYTON,REGULAR,AFDM,NO_RESULT,234902,,,,,,,,,,,,,,,,,NR,Invalid measurment
6/1/2026,2021928,PBIO,NRS23_TX_10021,6/1/2023,1,TX,NRS_TX-10288,PESD-AL,PERIPHYTON,REGULAR,AFDM,230802.1,236902,2310020,8/2/2023,6/5/2023,62,days,72,mg/L,0.27,mg/cm2,25,mL,1,mg,1.8,mg,,S,
6/1/2026,2021932,PBIO,NRS23_WA_10126,6/1/2023,1,WA,NRS_WA-10532,PESD-AL,PERIPHYTON,REGULAR,AFDM,230802.1,240562,2310018,8/2/2023,6/3/2023,62,days,371,mg/L,1.391,mg/cm2,25,mL,1,mg,9.3,mg,,,
6/1/2026,2021934,PBIO,NRS23_OH_10003,6/1/2023,1,OH,NRS_OH-10097,PESD-AL,PERIPHYTON,REGULAR,AFDM,230802.1,234722,2310019,8/2/2023,6/3/2023,62,days,85.6,mg/L,0.321,mg/cm2,25,mL,1,mg,2.1,mg,,,
6/1/2026,2021936,PBIO,NRS23_WA_10057,6/2/2023,1,WA,NRS_WA-10452,PESD-AL,PERIPHYTON,REGULAR,AFDM,NO_RESULT,236262,,,,,,,,,,,,,,,,,NR,Invalid measurment
6/1/2026,2021937,PBIO,NRS23_WA_10058,6/4/2023,1,WA,NRS_WA-10457,PESD-AL,PERIPHYTON,REGULAR,AFDM,230802.1,235382,2310021,8/2/2023,6/6/2023,59,days,17.6,mg/L,0.066,mg/cm2,25,mL,1,mg,0.4,mg,LRL,L,
6/1/2026,2021938,PBIO,NRS23_WA_10066,6/4/2023,1,WA,NRS_WA-10462,PESD-AL,PERIPHYTON,REGULAR,AFDM,230907.1,236462,2310024,9/7/2023,6/7/2023,95,days,300,mg/L,1.125,mg/cm2,25,mL,1,mg,7.5,mg,,S,
6/1/2026,2021939,PBIO,NRS23_MI_10082,6/4/2023,1,MI,NRS_MI-10171,PESD-AL,PERIPHYTON,REGULAR,AFDM,230907.1,234122,2310022,9/7/2023,6/6/2023,95,days,294,mg/L,1.102,mg/cm2,25,mL,1,mg,7.4,mg,,,
6/1/2026,2021942,PBIO,NRS23_PA_10042,6/5/2023,1,PA,NRS_PA-10134,PESD-AL,PERIPHYTON,REGULAR,AFDM,230907.1,242002,2310031,9/7/2023,6/7/2023,94,days,136,mg/L,0.51,mg/cm2,25,mL,1,mg,3.4,mg,,,
6/1/2026,2021943,PBIO,NRS23_IA_10006,6/5/2023,1,IA,NRS_IA-10139,PESD-AL,PERIPHYTON,REGULAR,AFDM,230907.1,232002,2310027,9/7/2023,6/7/2023,94,days,337,mg/L,1.264,mg/cm2,25,mL,1,mg,8.4,mg,,,
6/1/2026,2021944,PBIO,NRS23_WI_10011,6/5/2023,1,WI,NRS_WI-10178,PESD-AL,PERIPHYTON,REGULAR,AFDM,230907.1,235342,2310029,9/7/2023,6/7/2023,94,days,220,mg/L,0.825,mg/cm2,25,mL,1,mg,5.5,mg,,,
6/1/2026,2021945,PBIO,NRS23_IA_10049,6/5/2023,1,IA,NRS_IA-10186,PESD-AL,PERIPHYTON,REGULAR,AFDM,230907.1,242502,2310023,9/7/2023,6/6/2023,94,days,420,mg/L,1.591,mg/cm2,25,mL,1,mg,10.5,mg,,,
6/1/2026,2021946,PBIO,NRS23_MI_10179,6/5/2023,1,MI,NRS_MI-10288,PESD-AL,PERIPHYTON,REGULAR,AFDM,230907.1,234262,2310028,9/7/2023,6/7/2023,94,days,190,mg/L,0.7125,mg/cm2,25,mL,1,mg,4.8,mg,,,
6/1/2026,2021947,PBIO,NRS23_OK_10046,6/5/2023,1,OK,NRS_OK-10253,ODEQ,PERIPHYTON,REGULAR,AFDM,6/29/2023,240462,OWRB-1804223-09,6/29/2023,,24,days,230,mg/L,0.8625,mg/cm2,20,mL,,,,,,,
6/1/2026,2021948,PBIO,NRS23_KS_10239,6/5/2023,1,KS,NRS_KS-10435,PESD-AL,PERIPHYTON,REGULAR,AFDM,230907.1,235402,2310026,9/7/2023,6/7/2023,94,days,229,mg/L,0.8674,mg/cm2,25,mL,1,mg,5.7,mg,,,
6/1/2026,2021949,PBIO,NRS23_WA_10037,6/5/2023,1,WA,NRS_WA-10485,PESD-AL,PERIPHYTON,REGULAR,AFDM,230912.1,236482,2310044,9/12/2023,6/8/2023,99,days,205,mg/L,0.7687,mg/cm2,25,mL,1,mg,5.1,mg,,S,
6/1/2026,2021950,PBIO,NRS23_LA_10026,6/5/2023,1,LA,NRS_LA-10229,PESD-AL,PERIPHYTON,REGULAR,AFDM,230907.1,250402,2310025,9/7/2023,6/7/2023,94,days,205,mg/L,0.7687,mg/cm2,25,mL,1,mg,5.1,mg,,,
6/1/2026,2021951,PBIO,NRS23_OH_10004,6/5/2023,1,OH,NRS_OH-10098,PESD-AL,PERIPHYTON,REGULAR,AFDM,230907.1,235642,2310035,9/7/2023,6/7/2023,94,days,479,mg/L,1.796,mg/cm2,25,mL,1,mg,12,mg,,,
6/1/2026,2021953,PBIO,NRS23_PA_10040,6/6/2023,1,PA,NRS_PA-10131,PESD-AL,PERIPHYTON,REGULAR,AFDM,230907.1,242042,2310030,9/7/2023,6/7/2023,93,days,203,mg/L,0.7612,mg/cm2,25,mL,1,mg,5.1,mg,,,
6/1/2026,2021955,PBIO,NRS23_OK_10002,6/6/2023,1,OK,NRS_OK-10188,ODEQ,PERIPHYTON,REGULAR,AFDM,6/29/2023,240622,OWRB-1803887-09,6/29/2023,,23,days,256,mg/L,0.96,mg/cm2,25,mL,,,,,,,
6/1/2026,2021956,PBIO,NRS23_KS_HP001,6/6/2023,1,KS,NRS_KS-10484,PESD-AL,PERIPHYTON,REGULAR,AFDM,230907.1,241302,2310034,9/7/2023,6/7/2023,93,days,1010,mg/L,3.788,mg/cm2,10,mL,1,mg,10.1,mg,,,
6/1/2026,2021957,PBIO,NRS23_TX_10050,6/6/2023,1,TX,NRS_TX-10468,PESD-AL,PERIPHYTON,REGULAR,AFDM,230907.1,231842,2310042,9/7/2023,6/8/2023,93,days,229,mg/L,0.8588,mg/cm2,25,mL,1,mg,5.7,mg,,,
6/1/2026,2021958,PBIO,NRS23_WV_10027,6/6/2023,1,WV,NRS_WV-10096,PESD-AL,PERIPHYTON,REGULAR,AFDM,230912.1,240862,2310046,9/12/2023,6/8/2023,98,days,401,mg/L,1.504,mg/cm2,25,mL,1,mg,10,mg,,,
6/1/2026,2021959,PBIO,NRS23_NV_10129,6/6/2023,1,NV,NRS_NV-10593,PESD-AL,PERIPHYTON,REGULAR,AFDM,230912.1,236002,2310056,9/12/2023,6/9/2023,98,days,244,mg/L,0.915,mg/cm2,25,mL,1,mg,6.1,mg,,S,
6/1/2026,2021960,PBIO,NRS23_PA_10048,6/6/2023,1,PA,NRS_PA-10158,PESD-AL,PERIPHYTON,REGULAR,AFDM,230912.1,235862,2310049,9/12/2023,6/8/2023,98,days,302,mg/L,1.132,mg/cm2,25,mL,1,mg,7.6,mg,,,
6/1/2026,2021961,PBIO,NRS23_MI_10022,6/6/2023,1,MI,NRS_MI-10145,PESD-AL,PERIPHYTON,REGULAR,AFDM,230912.1,234202,2310045,9/12/2023,6/8/2023,98,days,197,mg/L,0.7388,mg/cm2,25,mL,1,mg,4.9,mg,,,
6/1/2026,2021962,PBIO,NRS23_WA_10056,6/6/2023,1,WA,NRS_WA-10451,PESD-AL,PERIPHYTON,REGULAR,AFDM,230912.1,236302,2310048,9/12/2023,6/8/2023,98,days,200,mg/L,0.7576,mg/cm2,25,mL,1,mg,5,mg,,,
6/1/2026,2021963,PBIO,NRS23_IA_10003,6/6/2023,1,IA,NRS_IA-10136,PESD-AL,PERIPHYTON,REGULAR,AFDM,230907.1,234762,2310032,9/7/2023,6/7/2023,93,days,402,mg/L,1.523,mg/cm2,20,mL,1,mg,8,mg,,,
6/1/2026,2021964,PBIO,NRS23_CA_10008,6/6/2023,1,CA,NRS_CA-11193,PESD-AL,PERIPHYTON,REGULAR,AFDM,230907.1,240882,2310033,9/7/2023,6/7/2023,93,days,428,mg/L,1.605,mg/cm2,25,mL,1,mg,10.7,mg,,,
6/1/2026,2021965,PBIO,NRS23_GA_10034,6/6/2023,1,GA,NRS_GA-10167,PESD-AL,PERIPHYTON,REGULAR,AFDM,230907.1,241002,2310036,9/7/2023,6/8/2023,93,days,452,mg/L,1.695,mg/cm2,25,mL,1,mg,11.3,mg,,,
6/1/2026,2021967,PBIO,NRS23_NJ_10003,6/6/2023,1,NJ,NRS_NJ-10058,PESD-AL,PERIPHYTON,REGULAR,AFDM,230907.1,241122,2310039,9/7/2023,6/8/2023,93,days,202,mg/L,0.7575,mg/cm2,25,mL,1,mg,5,mg,,,
6/1/2026,2021968,PBIO,NRS23_IA_10088,6/6/2023,1,IA,NRS_IA-10212,PESD-AL,PERIPHYTON,REGULAR,AFDM,230907.1,234802,2310040,9/7/2023,6/8/2023,93,days,1270,mg/L,4.762,mg/cm2,10,mL,1,mg,12.7,mg,,,
6/1/2026,2021969,PBIO,NRS23_OH_10031,6/6/2023,1,OH,NRS_OH-10129,PESD-AL,PERIPHYTON,REGULAR,AFDM,230921.1,235462,2310064,9/21/2023,6/9/2023,107,days,367,mg/L,1.376,mg/cm2,25,mL,1,mg,9.2,mg,,S,
6/1/2026,2021970,PBIO,NRS23_FL_10037,6/6/2023,1,FL,NRS_FL-10210,PESD-AL,PERIPHYTON,REGULAR,AFDM,230907.1,240242,2310037,9/7/2023,6/8/2023,93,days,331,mg/L,1.241,mg/cm2,25,mL,1,mg,8.3,mg,,,
6/1/2026,2021973,PBIO,NRS23_OR_10014,6/6/2023,1,OR,NRS_OR-10629,PESD-AL,PERIPHYTON,REGULAR,AFDM,230912.1,250202,2310047,9/12/2023,6/8/2023,98,days,165,mg/L,0.6188,mg/cm2,25,mL,1,mg,4.1,mg,,,
6/1/2026,2021974,PBIO,NRS23_SC_10024,6/6/2023,1,SC,NRS_SC-10082,PESD-AL,PERIPHYTON,REGULAR,AFDM,230912.1,235322,2310050,9/12/2023,6/8/2023,98,days,220,mg/L,0.825,mg/cm2,25,mL,1,mg,5.5,mg,,,
6/1/2026,2021977,PBIO,NRS23_NE_10129,6/7/2023,1,NE,NRS_NE-10287,PESD-AL,PERIPHYTON,REGULAR,AFDM,230907.1,235962,2310038,9/7/2023,6/8/2023,92,days,1830,mg/L,6.862,mg/cm2,3,mL,1,mg,5.5,mg,,,
6/1/2026,2021978,PBIO,NRS23_CA_10094,6/6/2023,1,CA,NRS_CA-11236,PESD-AL,PERIPHYTON,REGULAR,AFDM,230907.1,236662,2310041,9/7/2023,6/8/2023,93,days,189,mg/L,0.7159,mg/cm2,25,mL,1,mg,4.7,mg,,,
6/1/2026,2021979,PBIO,NRS23_SD_10069,6/7/2023,1,SD,NRS_SD-10459,PESD-AL,PERIPHYTON,REGULAR,AFDM,230912.1,240962,2310063,9/12/2023,6/9/2023,97,days,1410,mg/L,5.288,mg/cm2,25,mL,1,mg,35.3,mg,,,
6/1/2026,2021980,PBIO,NRS23_ND_10004,6/7/2023,1,ND,NRS_ND-10446,PESD-AL,PERIPHYTON,REGULAR,AFDM,230912.1,234982,2310053,9/12/2023,6/9/2023,97,days,379,mg/L,1.421,mg/cm2,25,mL,1,mg,9.5,mg,,,
6/1/2026,2021982,PBIO,NRS23_NJ_10034,6/7/2023,1,NJ,NRS_NJ-10091,PESD-AL,PERIPHYTON,REGULAR,AFDM,230912.1,241062,2310043,9/12/2023,6/8/2023,97,days,495,mg/L,1.856,mg/cm2,25,mL,1,mg,12.4,mg,,,
6/1/2026,2021983,PBIO,NRS23_WV_10001,6/7/2023,1,WV,NRS_WV-10068,PESD-AL,PERIPHYTON,REGULAR,AFDM,230921.1,240942,2310073,9/21/2023,6/10/2023,106,days,235,mg/L,0.8812,mg/cm2,25,mL,1,mg,5.9,mg,,S,
6/1/2026,2021984,PBIO,NRS23_GA_10022,6/7/2023,1,GA,NRS_GA-10190,PESD-AL,PERIPHYTON,REGULAR,AFDM,230912.1,240042,2310051,9/12/2023,6/9/2023,97,days,841,mg/L,3.154,mg/cm2,25,mL,1,mg,21,mg,,,
6/1/2026,2021985,PBIO,NRS23_TX_10001,6/7/2023,1,TX,NRS_TX-10283,PESD-AL,PERIPHYTON,REGULAR,AFDM,230912.1,236582,2310054,9/12/2023,6/9/2023,97,days,280,mg/L,1.05,mg/cm2,25,mL,1,mg,7,mg,,,
6/1/2026,2021986,PBIO,NRS23_MI_10057,6/7/2023,1,MI,NRS_MI-10195,PESD-AL,PERIPHYTON,REGULAR,AFDM,230912.1,234162,2310058,9/12/2023,6/9/2023,97,days,1300,mg/L,4.875,mg/cm2,25,mL,1,mg,32.5,mg,,,
6/1/2026,2021987,PBIO,NRS23_LA_10003,6/7/2023,1,LA,NRS_LA-10206,PESD-AL,PERIPHYTON,REGULAR,AFDM,230912.1,250322,2310052,9/12/2023,6/9/2023,97,days,293,mg/L,1.099,mg/cm2,25,mL,1,mg,7.3,mg,,,
6/1/2026,2021988,PBIO,NRS23_WV_HP001,6/7/2023,1,WV,NRS_WV-10101,PESD-AL,PERIPHYTON,REGULAR,AFDM,230912.1,241502,2310059,9/12/2023,6/9/2023,97,days,341,mg/L,1.279,mg/cm2,25,mL,1,mg,8.5,mg,,,
6/1/2026,2021989,PBIO,NRS23_OR_10018,6/7/2023,1,OR,NRS_OR-10676,PESD-AL,PERIPHYTON,REGULAR,AFDM,230912.1,250242,2310057,9/12/2023,6/9/2023,97,days,503,mg/L,1.886,mg/cm2,25,mL,1,mg,12.6,mg,,,
6/1/2026,2021990,PBIO,NRS23_IA_10001,6/8/2023,1,IA,NRS_IA-10135,PESD-AL,PERIPHYTON,REGULAR,AFDM,230912.1,242142,2310062,9/12/2023,6/9/2023,96,days,1320,mg/L,5,mg/cm2,20,mL,1,mg,26.4,mg,,,
6/1/2026,2021991,PBIO,NRS23_CA_10084,6/7/2023,1,CA,NRS_CA-11221,PESD-AL,PERIPHYTON,REGULAR,AFDM,230912.1,240082,2310061,9/12/2023,6/9/2023,97,days,202,mg/L,0.7575,mg/cm2,25,mL,1,mg,5.1,mg,,,
6/1/2026,2021993,PBIO,NRS23_WY_10056,6/7/2023,1,WY,NRS_WY-10495,PESD-AL,PERIPHYTON,REGULAR,AFDM,230921.1,236942,2310076,9/21/2023,6/12/2023,106,days,1980,mg/L,7.5,mg/cm2,25,mL,1,mg,49.5,mg,,S,
6/1/2026,2021994,PBIO,NRS23_WI_10036,6/8/2023,1,WI,NRS_WI-10267,PESD-AL,PERIPHYTON,REGULAR,AFDM,230921.1,235182,2310067,9/21/2023,6/10/2023,105,days,6.8,mg/L,0.0255,mg/cm2,25,mL,1,mg,0.2,mg,LRL,L,
6/1/2026,2021995,PBIO,NRS23_WV_10009,6/8/2023,1,WV,NRS_WV-10084,PESD-AL,PERIPHYTON,REGULAR,AFDM,230921.1,240822,2310074,9/21/2023,6/10/2023,105,days,184,mg/L,0.69,mg/cm2,25,mL,1,mg,4.6,mg,,,
6/1/2026,2021996,PBIO,NRS23_MI_10029,6/8/2023,1,MI,NRS_MI-10155,PESD-AL,PERIPHYTON,REGULAR,AFDM,230921.1,234142,2310066,9/21/2023,6/10/2023,105,days,364,mg/L,1.365,mg/cm2,25,mL,1,mg,9.1,mg,,,
6/1/2026,2021997,PBIO,NRS23_ND_10003,6/8/2023,1,ND,NRS_ND-10442,PESD-AL,PERIPHYTON,REGULAR,AFDM,230912.1,234962,2310060,9/12/2023,6/9/2023,96,days,213,mg/L,0.7988,mg/cm2,25,mL,1,mg,5.3,mg,,,
6/1/2026,2021998,PBIO,NRS23_KY_10017,6/8/2023,1,KY,NRS_KY-10124,PESD-AL,PERIPHYTON,REGULAR,AFDM,230921.1,235002,2310071,9/21/2023,6/10/2023,105,days,61.2,mg/L,0.2295,mg/cm2,25,mL,1,mg,1.5,mg,,,
6/1/2026,2021999,PBIO,NRS23_OH_10034,6/7/2023,1,OH,NRS_OH-10132,PESD-AL,PERIPHYTON,REGULAR,AFDM,230912.1,235562,2310055,9/12/2023,6/9/2023,97,days,294,mg/L,1.102,mg/cm2,25,mL,1,mg,7.3,mg,,,
6/1/2026,2022000,PBIO,NRS23_OH_10030,6/8/2023,1,OH,NRS_OH-10128,PESD-AL,PERIPHYTON,REGULAR,AFDM,230921.1,250902,2310068,9/21/2023,6/10/2023,105,days,334,mg/L,1.253,mg/cm2,25,mL,1,mg,8.4,mg,,,
6/1/2026,2022001,PBIO,NRS23_WA_10034,6/8/2023,1,WA,NRS_WA-10482,PESD-AL,PERIPHYTON,REGULAR,AFDM,230921.1,233022,2310069,9/21/2023,6/10/2023,105,days,84.8,mg/L,0.318,mg/cm2,25,mL,1,mg,2.1,mg,,,
6/1/2026,2022002,PBIO,NRS23_NV_10016,6/8/2023,1,NV,NRS_NV-10579,PESD-AL,PERIPHYTON,REGULAR,AFDM,230921.1,236322,2310070,9/21/2023,6/10/2023,105,days,78.8,mg/L,0.2955,mg/cm2,25,mL,1,mg,2,mg,,,
6/1/2026,2022003,PBIO,NRS23_LA_10024,6/9/2023,1,LA,NRS_LA-10227,PESD-AL,PERIPHYTON,REGULAR,AFDM,230921.1,250282,2310065,9/21/2023,6/10/2023,104,days,188,mg/L,0.705,mg/cm2,25,mL,1,mg,4.7,mg,,,
6/1/2026,2022004,PBIO,NRS23_WA_10030,6/9/2023,1,WA,NRS_WA-10478,PESD-AL,PERIPHYTON,REGULAR,AFDM,230921.1,236242,2310075,9/21/2023,6/10/2023,104,days,306,mg/L,1.148,mg/cm2,25,mL,1,mg,7.7,mg,,,
6/1/2026,2022005,PBIO,NRS23_NJ_10035,6/9/2023,1,NJ,NRS_NJ-10092,PESD-AL,PERIPHYTON,REGULAR,AFDM,230921.1,232842,2310072,9/21/2023,6/10/2023,104,days,153,mg/L,0.5738,mg/cm2,25,mL,1,mg,3.8,mg,,,
6/1/2026,2022006,PBIO,NRS23_NY_10036,6/11/2023,1,NY,NRS_NY-10241,PESD-AL,PERIPHYTON,REGULAR,AFDM,230921.1,239982,2310082,9/21/2023,6/13/2023,102,days,816,mg/L,3.06,mg/cm2,25,mL,1,mg,20.4,mg,,,
6/1/2026,2022008,PBIO,NRS23_WA_10011,6/11/2023,1,WA,NRS_WA-10437,PESD-AL,PERIPHYTON,REGULAR,AFDM,230921.1,236362,2310083,9/21/2023,6/13/2023,102,days,174,mg/L,0.6525,mg/cm2,25,mL,1,mg,4.4,mg,,,
6/1/2026,2022010,PBIO,NRS23_LA_10065,6/11/2023,1,LA,NRS_LA-10266,PESD-AL,PERIPHYTON,REGULAR,AFDM,230921.1,232262,2310077,9/21/2023,6/13/2023,102,days,252,mg/L,0.945,mg/cm2,25,mL,1,mg,6.3,mg,,,
6/1/2026,2022011,PBIO,NRS23_LA_10004,6/11/2023,1,LA,NRS_LA-10207,PESD-AL,PERIPHYTON,REGULAR,AFDM,230925.1,231342,2310086,9/25/2023,6/14/2023,106,days,276,mg/L,1.035,mg/cm2,25,mL,1,mg,6.9,mg,,S,
6/1/2026,2022012,PBIO,NRS23_PA_10039,6/12/2023,1,PA,NRS_PA-10129,PESD-AL,PERIPHYTON,REGULAR,AFDM,230921.1,241982,2310081,9/21/2023,6/13/2023,101,days,406,mg/L,1.522,mg/cm2,25,mL,1,mg,10.2,mg,,,
6/1/2026,2022013,PBIO,NRS23_NY_10059,6/12/2023,1,NY,NRS_NY-10264,PESD-AL,PERIPHYTON,REGULAR,AFDM,230921.1,240682,2310080,9/21/2023,6/13/2023,101,days,247,mg/L,0.9262,mg/cm2,25,mL,1,mg,6.2,mg,,,
6/1/2026,2022014,PBIO,NRS23_VT_10002,6/12/2023,1,VT,NRS_VT-10140,PESD-AL,PERIPHYTON,REGULAR,AFDM,230925.1,251082,2310098,9/25/2023,6/14/2023,105,days,129,mg/L,0.4838,mg/cm2,25,mL,1,mg,3.2,mg,,,
6/1/2026,2022015,PBIO,NRS23_KY_10036,6/12/2023,1,KY,NRS_KY-10134,PESD-AL,PERIPHYTON,REGULAR,AFDM,230925.1,235082,2310085,9/25/2023,6/14/2023,105,days,212,mg/L,0.795,mg/cm2,25,mL,1,mg,5.3,mg,,,
6/1/2026,2022016,PBIO,NRS23_NE_10199,6/12/2023,1,NE,NRS_NE-10356,PESD-AL,PERIPHYTON,REGULAR,AFDM,230925.1,244942,2310089,9/25/2023,6/14/2023,105,days,1010,mg/L,3.788,mg/cm2,5,mL,1,mg,5.1,mg,,,
6/1/2026,2022017,PBIO,NRS23_IA_10012,6/12/2023,1,IA,NRS_IA-10147,PESD-AL,PERIPHYTON,REGULAR,AFDM,230921.1,242482,2310078,9/21/2023,6/13/2023,101,days,1210,mg/L,4.583,mg/cm2,20,mL,1,mg,24.3,mg,,,
6/1/2026,2022018,PBIO,NRS23_WI_10127,6/12/2023,1,WI,NRS_WI-10306,PESD-AL,PERIPHYTON,REGULAR,AFDM,230921.1,235202,2310079,9/21/2023,6/13/2023,101,days,172,mg/L,0.5864,mg/cm2,25,mL,1,mg,4.3,mg,,,
6/1/2026,2022019,PBIO,NRS23_OK_10043,6/12/2023,1,OK,NRS_OK-10250,ODEQ,PERIPHYTON,REGULAR,AFDM,6/29/2023,240602,OWRB-1804220-09,6/29/2023,,17,days,350,mg/L,0.02917,mg/cm2,10,mL,,,,,,,
6/1/2026,2022020,PBIO,NRS23_OH_10041,6/12/2023,1,OH,NRS_OH-10135,PESD-AL,PERIPHYTON,REGULAR,AFDM,230921.1,234702,2310084,9/21/2023,6/14/2023,101,days,182,mg/L,0.6825,mg/cm2,25,mL,1,mg,4.6,mg,,,
6/1/2026,2022021,PBIO,NRS23_WA_10038,6/12/2023,1,WA,NRS_WA-10486,PESD-AL,PERIPHYTON,REGULAR,AFDM,230925.1,231722,2310095,9/25/2023,6/14/2023,105,days,818,mg/L,3.068,mg/cm2,25,mL,1,mg,20.5,mg,,,
6/1/2026,2022022,PBIO,NRS23_MI_10175,6/12/2023,1,MI,NRS_MI-10284,PESD-AL,PERIPHYTON,REGULAR,AFDM,230925.1,234062,2310100,9/25/2023,6/14/2023,105,days,204,mg/L,0.765,mg/cm2,25,mL,1,mg,5.1,mg,,,
